business_name,pos_system,status_notes,annual_projection,contact,phone,phone_2,address,city,state,email,priority
Franco's Latin Table,NCC,DD,Titan,Mauricio Franco,415-724-2510,,0.085,,SF,24 West Portal Ave,2.0
Fred's Liquors - 6th St,ECR,RA,Sam 520RT,Matt,415-543-7337,650-533-3939,0.085,0.0875,SF,151 6th Street,2.0
Fred's Liquors - Valencia,NCC,DF,,Fred,415-621-2500,415-990-2500,0.085,0.0875,SF,200 Valencia Street,2.0
Fred's Place,NCC,AH,,Sergio Rodas,415-332-4575 ,707-980-0542 cell,0.0875,,MARIN,1917 Bridgeway,2.0
Foodvale Market,ECR,AH,,Yvett,510-533-6806,,0.0925,0.095,ALA,3401 International Blvd,2.0
Fairy Lake Aquarium,ECR,AH,,Johnson,415-752-3527,,0.085,0.0875,SF,1609 Clement Street,2.0
El Mercadito Latino Market,ECR,AH,,Adrianna,925-687-9200,,0.0975,0.085,Concord,1500 Monument Blvd,2.0
El Paisa @.com,NCC,AS,,Manuel,510-534-2180,,0.0925,,ALA,4610 International Blvd,2.0
El Palmar,ECR,SG,Tec Ma1350,Roberto,415-456-5178,,0.0925,0.0925,San Raf,757 Lincoln Avenue,2.0
El Rancho Market,ECR,AH,,Yadan,510-683-3889,,0.0975,0.095,Newark,7356 Thornton Avenue,2.0
El Taco Zamorano,ECR,AH,,Raul,510-536-3146,510-427-1927,0.0925,0.095,ALA,4032 Foothill Blvd,2.0
El Tapatio,ECR,AH,TEC  MA1350,Rabe Pimentel,415-587-8787,415-218-5741,0.085,0.0875,SF,4742 Mission Street,2.0
El Valle Mexican Food,ECR,SG,RP-500,Alvaro,415-256-9596,,0.0925,0.0925,San Raf,927 Lincoln Avenue,2.0
El Verano Inn,ECR,AH,,Leslie,707-935-0611,,0.09,0.0875,Sonoma,705 Laurel Avenue,2.0
Fiesta Liquor,ECR,LG,Sam4s ER-345,Simran Gill,805-407-1305,,0.0838,,STAN,672 North Fair Oaks Ave,2.0
Foresthill Market,NCC,LG,,Parm,707-865-5041,707-695-5206 cell,0.085,,SOL,20293 CA-116,2.0
El Azteca,NCC,DD,,Otillia Romo,707-422-2108,,0.08375,,SOL,1731 N. Texas Street,2.0
El Burrito,ECR,SG,Sam4S 5200,Gustavo,415-785-3080,415-716-3385,0.0925,0.095,San Raf,927 Lincoln Avenue,2.0
El Carbonero,NCC,AS,,Mauricio,661-265-0790,661-965-7028,0.1025,0.09,LA,232 East Palmdale Blvd,2.0
Dreams Down,ECR,AH,Sam Er5240,Letsy,415-543-1800,415-794-9960,0.085,0.0875,SF,921 Howard Street,2.0
Dreyer's Grand Ice Cream,ECR,AH,TEC FS600,Moses,415-370-9988,,0.085,0.0875,SF,Pier 39- Space Q1,2.0
E-Z Liquors #2,NCC,LG,Spt4500,Zee Danes,510-865-3200,510-908-1176,0.0975,0.095,Alam,901 Lincoln Avenue,2.0
L&L BBQ - Pleasanton,NCC,RA,,Zhanghe,650-223-1576,,4515 Rosewood Dr.,Pleasanton,Ca,94588,2.0
L&L BBQ - Point Loma,NCC,RA,Tec 3700,Alvanette,619-223-8888,619-587-4600,3145 Sports Arena Blvd #102,San Diego,Ca,92110,2.0
L&L BBQ - Milpitas,NCC,RA,Tec 3700,Sergio Lawas,408-262-5880,,273 W. Calaveras blvd,Mipitas,Ca,95035,2.0
Food & Liquor World,NCC,LG,SPT4740,Chet Patel,415-673-5225,,0.085,,SF,728 Post Street,2.0
Food 24 Convenience Market,ECR,AH,TEC MA1350,Mohammed,510-839-7408,,0.0925,,ALA,2900 Park Blvd,2.0
Food Fair Market,ECR,AH,,Paul,707-759-5697,,0.08375,0.0863,SOL,198 E Pacific Avenue,2.0
Fireside Bar,ECR,AH,TEC FS1350,Lisa,415-731-6433,415-377-6891,0.085,0.0875,SF,603 Irving Street,2.0
L&L BBQ - Las Vegas  Maryland,NCC,RA,TEC 3600,Anthony,702-882-8045,,2595 So Maryland Parkway #108,Las Vegas,NV,89109,2.0
L&L BBQ - Las Vegas Rainbow,NCC,RA,,Janni Suyanto,702-732-9898,,7320 S. Rainbow Blvd Suite 104,Las Vegas,NV,89139,2.0
L&L BBQ - Las Vegas Tropical,NCC,RA,Tec 3700,Richard,808-443-3003,702-792-9898,7891 W. Tropical ParRFay,Las Vegas,NV,89149,2.0
L&L BBQ - Martinez,NCC,RA,Tec 3700 R4,Hue Hong,925-372-8888,925-565-6889,1029 Arnold Drive Suite 2,Martinez,Ca,94553,2.0
L&L BBQ - Millbrae,NCC,RA,TEC 3700,Lawrence Kam,650-967-2555,650-259-8063,340 Adrian Road,Millbrae,Ca,94030,2.0
L&L BBQ - Palo Alto,NCC,RA,Tec 3700,Sieghor Hort,650-858-2878,,3890 El Camino Real,Palo Alto,Ca,94306,2.0
L&L BBQ - Mira Mesa,NCC,RA,TEC WINPOS,Tony,858-693-5888,619-247-3304,8280-A Mira Mesa Blvd,San Diego,Ca,92126,2.0
L&L BBQ - Mountain View,NCC,RA,Titan,Eva,650-967-2555,425-894-3526, 2430 E Charleston Rd,Mountain View,Ca,94043,2.0
L&L BBQ - El Cajon,NCC,RA,Tec 3600,Jamie Roose,619-444-4323,619-490-6109,356 Broadway,El Cajon,Ca,92021,2.0
L&L BBQ - Elk Grove,NCC,RA,SPT 4500,Ping,909-967-6256,,7419 Laguna Blvd,Elk Grove,Ca,95758,2.0
L&L BBQ - Fairfield,NCC,RA,Tec 3600,Karen,707-864-9873,,5121 Business Center Drive,Fairfield,Ca,94533,2.0
L&L BBQ - Gilroy,NCC,RA,Tec 3600,June,408-846-7316,,7210 Camino Arroyo,Gilroy,Ca,95020,2.0
L&L BBQ - Happy Valley,NCC,RA,Tec 3600,Jim,623-434-4119,408-398-0190,2501 W. Happy Valley Road #50-1250,Phoenix,AZ,85085,2.0
L&L BBQ - Hercules,NCC,,,Zhanghe,510-799-9788,,,,,Elle 415-578-0513,2.0
L&L BBQ - Hercules,NCC,RA,,Zhanghe,510-799-9788,,"1572 Sycamore Avenue, Suite B",Hercules,Ca,94547,2.0
Smoker Friendly - Hayward,ECR,AH,,Fawaz,510-728-7665,,0.0975,0.095,Hay,24068 Grant St,2.0
Snoopy's Home Ice,NCC,DD,,Melodie Hay,707-546-7147,,0.0925,,S.Rosa,1667 W. Steele Lane,2.0
Sonoma Sourdough - Petaluma,NCC,DD,TEC 3700,Rudy,707-789-9711,415-272-0913,0.095,0.0825,SON,1320 Industrial Ave SuiteB,2.0
Sonoma Sourdough - RP-Snyder,NCC,DD,SPT 4740,Rudy,707-992-0363,415-272-0913,0.09,0.0875,Rohnert,7285 Snyder Lane # B,2.0
Sonoma Sourdough - RP-State Farm,NCC,DD,,Rudy,707-585-9711,415-272-0913,0.09,0.0875,Rohnert,5440 State Farm Drive,2.0
Smoker Friendly - Livermore,ECR,AH,,Miriam,925-455-0300,,0.0925,0.095,ALA,1318 N. Vasco Rd,2.0
El Camino,NCC,Call back set every 5 months,,Edward Valle,925-634-4011,925-595-5978,6611 Brentwood Blvd,Brentwood,Ca,edward.v88@hotmail.com,2.0
El Paisano Carniceria,ECR,Already ordered,,Juvenal,650-365-8240,,2856 Middlefield Road,Redwood City,Ca,,2.0
Smoke & Vape,ECR,AH,SAM4s ER520RT,Rohgh,925-237-0017,,0.0925,,ALA,863 E. Stanley Blvd,2.0
Smoke Zone,ECR,AH,Sam4s 520,Abdul,209-543-8811,,0.07875,,STAN,"3900 Pleandale Avenue, Ste. 405",2.0
Copy Central,ECR,AH,,Mary,510-527-5800,,0.0925,0.095,ALA,1553 Solano Avenue,2.0
Shop N' Save Mkt,ECR,AH,Sam4S  520RT,JB Singh,530-458-2800,707-477-1772,0.0725,,Colusa,10 Sioc Street,2.0
Silver Night Liquors,NCC,DF,,Nasser/Zorha,925-432-7202,,0.0925,,Pitts,3738 Railroad Ave,2.0
Simply Delicious,NCC,DD,SPT3000,KristinStewart,209-795-4578,415-710-1776,0.0725,0.075,CALAV,1051 Highway 4,2.0
Smokers Gift Shop - Pleasanton,ECR,AH,SAM4s ER520RT,Ahmed   ,925-321-1553,,0.0925,,ALA,"6700 Santa Rita Road, Suite E",2.0
Smokestack,ECR,AH,,Angie,415-864-7468,,0.085,0.0875,SF,665 22nd St,2.0
L&L BBQ - Northridge,NCC,RA,Acrobat,Arson,818-363-8840,818-470-2134,18657 Devonshire St,Northridge,Ca,91324,2.0
L&L BBQ - Pacifica,NCC,RA,Tec 3600,Joe,650-355-9988,,1231 Linda Mar Shop Center,Pacifica,Ca,94044,2.0
L&L BBQ - Pago Pago,NCC,RA,Tec 3700,Joey Cummings,684-699-3335,684-258-9393,P.O. Box 6008,Pago Pago,AmeriCan Samoa,96799,2.0
L&L BBQ - Vallejo,NCC,RA,Tec 3600,Ken,707-648-0315,707-980-0248 cell,4300 Sonoma Blvd. #724,Vallejo,Ca,94589,2.0
Dino's Pizza,ECR,AH,Sharp UP600,Jesus,415-922-4700,,0.085,0.0875,SF,2101 Fillmore Street,2.0
Diekman's Market,ECR,AH,MA1595,Gary,707-875-3517,707-480-8117,0.085,0.0825,SON,1275 Highway 1,2.0
Diamond Panda,NCC,DD,Tec FS-3700,John,760-241-0771,760-265-2285,0.0875,0.08,KERN,14770 La Paz Drive #C,2.0
Depot Bookstore & Café,NCC,DD,TEC WINPOS,Paul,415-383-2665,415-383-7012 Office Line,0.0825,0.085,MARIN,87 Throckmorton Avenue,2.0
Domo,NCC,DD,TEC 3700,Kitty,415-861-8887,415-370-3636,0.085,0.0875,SF,511 Laguna Street,2.0
El Sinaloense Mariscos,ECR,AH,Sam4s 5200,Gustavo,707-652-2515,415-716-3385,0.08375,,SOL,541 Benicia Road,2.0
L&L BBQ - Stockton,NCC,RA,NCC 4740,Terry Kennedy,209-478-0500,916-458-2773,4555 North Pershing Ave. #33A,Stockton,Ca,95207,2.0
L&L BBQ - Tracy,NCC,RA,Breeze,Frankie Lorico,209-832-3388,510-760-0566,2271 West Grant Line Road #113,Tracy,Ca,95377,2.0
L&L BBQ - Pleasant Hill,NCC,RA,Tec 3700,Yu Hong,925-681-3151,925-565-6889,60 Crescent Drive,Pleasant Hill,Ca,94523,2.0
L&L BBQ - Patterson,NCC,RA,,Andy Cheung,209-894-7088,415-568-0062 cell,1010 West Las Palmas Ave,Patterson,Ca,95363,2.0
L&L BBQ - Union City,NCC,RA,Tec 3600,Zhanghe,510-324-8838,,1668 Decoto Road,Union City,Ca,94587,2.0
Discovery Shop,ECR,AH,TEC MA 1350,Beverly,415-389-1164,,0.0825,0.085,MARIN,761 E Blithedale Avenue,2.0
Dreams Down,ECR,AH,,Letsy,415-543-1800,,0.095,,SON,800 Lindberg Lane,2.0
Downtown Liquor,ECR,AH,Sam4s SPS520,Jagwant Singh,650-589-7799,,0.0925,0.0875,So.Sf,301 Grand Avenue,2.0
Contra Costa Medical Ctr,ECR,AH,,Manager,925-370-5818,,0.0975,0.0925,Martinez,2500 Alhambra Avenue,2.0
L&L BBQ - Ventura,NCC,RA,Tec 3600,Gladys,805-642-6888,805-684-4491,4020 Main Street,Ventura,Ca,93003,2.0
L&L BBQ-  Fremont,NCC,RA,Tec 3700 R3,Thomas,510-794-8885,,"5255 Mowry Avenue, Suite S",Fremont,Ca,94538,2.0
Double Rainbow,ECR,AH,Tec Fs1650,Forrest,415-457-0803,,0.0925,0.0925,San Raf,860 Fourth Street,2.0
Donuts & Things,ECR,AH,Sharp XE-A407,Kim,415-885-1942,,0.085,0.0875,SF,1549 Polk Street,2.0
Dave's Café,NCC,DD,FS3700 R4,Dave,650-465-9128,,0.0975,0.095,Alam,1360 South Loop Road,2.0
L&L BBQ - San Jose - Curtner,NCC,RA,Tec 3700,Derek,408-288-9839,808-429-6015 ,"1 Curtner Ave, Plant Shopping Center",San Jose,Ca,95125,2.0
L&L BBQ - San Jose - Coleman,NCC,RA,Tec 3700,Minh,408-920-7772,,579 Coleman Ave Unit #80,San Jose,Ca,95110,2.0
L&L BBQ - San Jose - Berryessa,NCC,RA,,Bethanny,408-929-3188,,1712 Berryessa Road #10,San Jose,Ca,95133,2.0
L&L BBQ - San Francisco,NCC,RA,Tec 3600,Milli Lee,415-956-2888,415-613-2982,312 Kearny Street,San Francisco,Ca,94108,2.0
L&L BBQ - San Bruno,NCC,RA,SPT4740,Garland,415-570-3463,,1230 El Camino Real,San Bruno,Ca,94066,2.0
L&L BBQ - Sacramento,NCC,RA,Tec 3600,Stan Shek,916-689-9331,917-650-5596,6301 Mack Road,Sacramento,Ca,95823,2.0
Comebuy - Santa Clara,NCC,DD,,Mao Wang,650-307-8556,,0.09,0.0875,SC,2712 Augustine Drive #110,2.0
Coffee Roastery - San Anselmo,NCC,DD,,Kelly London,415-785-8077,415-269-6970,0.0875,0.09,S.Ansel,701 San Anselmo Avenue,2.0
Stookey's Club Moderne,NCC,DD,ACROBAT,Tim Stookey,415-771-9695,415-728-7965,0.085,0.0875,SF,895 Bush Street,2.0
Creekside Mocha,ECR,AH,,Stan,925-949-8658,,0.0875,0.095,CC,1010 Stanley Dollar Drive,2.0
Fosters Freeze - Pinole,ECR,AH,Casio QT6600,Ming,510-724-8782,,0.0975,0.0925,Pinole,993 San Pablo Avenue,2.0
Forks Ranch Market,ECR,AH,TecMA-1650,Randy,707-462-4334,707-972-8858,0.08875,0.08125,Ukiah,3152 North State Street,2.0
El Mazatleco Mariqueria,NCC,RA,,Francisco,650-690-4830,,0.0925,,SC,782 N. 13th Street,2.0
Crossroads Specialty Foods,ECR,AH,QT6600,Hani,650-858-6910,,0.09,,SC,720 San Antonio Road,2.0
El Yucatero Market,ECR,SG,Sh Er-A247,Carlos,415-457-1219,,0.0925,0.0925,San Raf,26 Medway Road #5,2.0
St. Vincent de Paul - Pittsburg,ECR,AH,,Bonnie,925-439-5060,,0.0925,0.09,Pitts,2210 Gladstone Dr,2.0
Evergreen Produce - San Pablo,ECR,no contact made,,Omar,510-277-6484,,1320 Market Street,San Pablo,Ca,,2.0
Cordova Market,ECR,AH,,Aslam,415-587-6995,,0.085,0.0875,SF,301 Rolph Street,2.0
Euromix,NCC,,,Jimal,510-595-3649,510-375-4393 cell,4301 Piedmont Avenue,Oakland,Ca,,2.0
Estrella's Market & Taqueria,NCC,call back every 3-4 months,,Kalwinder Satinder,707-620-0012,,10351 Old Redwood Hwy #100,Windsor,Ca,SHERGILLSATINDER4@GMAIL.COM,2.0
Fred's Liquors - 6th St,ECR,,,Matt,415-543-7337,650-533-3939,151 6th Street,San Francisco,Ca,mattmusa@aol.com,2.0
Food 24 Market - Clement St,ECR,monthly check in set,,Patrick,415-385-1600,415-673-5225 cell,500 Clement Street,San Francisco,Ca,,2.0
L&L BBQ - Santa Clara,NCC,RA,SPT4740,Gloria,408-246-0896,,3580 Homestead Road,Santa Clara,Ca,95051,2.0
The Bagelry,NCC,DD,,Long Ly,415-441-3003,,0.085,0.0875,SF,2139-A Polk Street,2.0
L&L BBQ - Santa Cruz,NCC,RA,Tec 3700,Arthur,831-475-8898,,460 7th Avenue,Santa Cruz,Ca,95062,2.0
St. James Gate,NCC,DD,BREEZE,Chris Mottern,650-592-5923,510-851-1145,0.0925,0.0875,Belmont,1410 Old County Road,2.0
Springstown Bottle Shop,ECR,AH,SAM4s ER520RT,Monica,707-639-6929,,0.09,,SOL,2154 Springs Road,2.0
Sports Page,ECR,AH,,Manager,510-637-7447,,0.0925,0.095,ALA,10440 Macarthur Blvd,2.0
Summerhouse,ECR,AH,TEC MA600/Tec 1535,Debra,415-383-0157,,0.0825,0.085,MARIN,57 Throckmorton Avenue,2.0
Suisun Wine & Spirit,ECR,AH,,Paul Hayer,707-290-8530,,0.08375,0.0863,SOL,141 A Sunset Avenue,2.0
Super Duper Burger - Novato,ALOHA,RF,,Ed Onas,415-382-1980,714-588-7843,0.085,0.09,Novato,"5800 Nave Drive, Suite C",3.0
Wildseed,ALOHA,Orders monthly last order 7/12/2021,,Rodrigo,415-872-7350,415-271-3947,2000 Union Street,San Francisco,Ca,info@wildseedsf.com,3.0
Super Duper Burger - Valley Fair ,ALOHA,RF,,Farideh,408-985-1352,408-931-3906,0.09,0.0875,SC,"2855 Stevens Creek Boulevard, Space2465",3.0
Super Duper Burger - Westgate,ALOHA,MB,,Rodrigo,415-271-3947,,0.0925,,SJ,5287 Prospect Road,3.0
Kitchen Door Restaurant ,TOAST,check back every 2 months,,Tim Seberson,707-226-1560,707-287-7526,610 First Street,Napa,Ca,,3.0
Beretta,ALOHA,sent email to Gloria last order in January 2021,,Marko,415-695-1199,,1199 Valencia Street,San Francisco,Ca,rodrigo@backofthehouseinc.com,3.0
Super Duper Burger - 2304 Mkt,ALOHA,RF,,Edmundo,415-558-8123,,0.085,0.0875,SF,2304 Market Street,3.0
Espresso Lane,SQUARE,LG,,Carlos,650-299-1243,,0.0925,0.09,Redwood,805 Woodside Road,3.0
El Techo,ALOHA,,,Rodrigo,415-550-6970,415-271-3947,2516 Mission Street,San Francisco,Ca,info@lolindasf.com,3.0
Creekside Taproom,TOAST,DK,,Pat Townsley,415-785-4450,415-310-0626,0.0875,,S.Ansel,638 San Anselmo Avenue,3.0
Delarosa - Downtown,ALOHA,RF,,Rodrigo,415-872-7363,415-271-3947,0.085,0.0875,SF,37 Yerba Buena Lane,3.0
Super Duper Burger - Los Gatos,ALOHA,RF,,Ed Onas,408-356-0684,714-588-7843,0.09125,0.0875,LosGat,"15991 Los Gatos Blvd, Bldg #3",3.0
Grazie Restaurant,ALOHA,call back set every 2 months,,Abe,415-897-5181,415-320-2582 cell,"823 Grant Avenue, Suite A",Novato,Ca,,3.0
Super Duper Burger - Levi Stadium,ALOHA,RF,,Rodrigo,415-881-7020,,0.09,,SC,Levi Stadium,3.0
Super Duper Burger - Emeryville,ALOHA,RF,,Rodrigo,415-271-3947,,0.095,0.095,Emery,5959 Shellmound St,3.0
Barzotto,TOAST,DD,,Marco,415-285-1200,,0.085,,SF,1270 Valencia St,3.0
Barzotto,TOAST,,,Marco,415-285-1200,,0.08625,,SF,1270 Valencia St,3.0
Back Of the House INC,ALOHA,RF,,Rodrigo,415-881-7020,415-271-3947,0.085,0.0875,SF,1829 Union St,3.0
Super Duper Burger - Berkeley,ALOHA,RF,,Rodrigo,510-990-6483,,0.0925,,ALA,2355 Telegraph Avenue,3.0
Super Duper Burger - 98 Mission,ALOHA,RF,,Mike,415-974-1200,,0.085,0.0875,SF,98 Mission Street,3.0
Togo's - Lathrop,TOAST,RF,,Dalwinder Dhoot,209-320-8717,,0.0875,,S.Joaq,15600 Harlan Road,3.0
Super Duper Burger - 721 Mkt,ALOHA,RF,,Randy Anzaldo,415-538-3437,415-595-9867,0.085,0.0875,SF,721 Market Street,3.0
Il Davide,ALOHA,DK,,David,415-454-8080,,0.0925,,San Raf,901 A Street,3.0
Togo's - Capitola,TOAST,RF,,Gregory Wimp,831-476-7330,,0.0925,,SC,1955 41st Ave #A3,3.0
Tailor's Son,ALOHA,Last order 4/19/21,,Rodrigo,415.673.7200,415-271-3947,2049 Fillmore Street,San Francisco,Ca,,3.0
The Bird - SF,ALOHA,RF,,Rodrigo,415-872-9825,415-271-3947,0.085,,SF,115 New Montgomery,3.0
Flores - SF,ALOHA,,,Luis,415-796-2926,,2030 Union Street,San Francisco,Ca,info@floressf.com,3.0
Flores - Corte Madera,ALOHA,customer pick up,,Rodrigo,415-881-7020,,301 Corte Madera Town Center,Corte Madera,Ca,,3.0
Super Duper Burger - Oracle Park,ALOHA,RF,,Rodrigo,415-881-7020,,0.085,,SF,Oracle Park,3.0
Lolinda SF,ALOHA,,,Rodrigo,415-550-6970,415-271-3947,2518 Mission Street,San Francisco,Ca,info@lolindasf.com,3.0
Far Western Tavern,ALOHA,JS,,Angela (Office Manager),805-937-2211,805-343-2211,0.0825,0.08,San.Ben,300 Clarke Ave Old Town,3.0
Delarosa - San Ramon,ALOHA,RF,,Rodrigo,925-787-0044,415-271-3947,0.0875,0.0875,CC,6000 Bollinger Canyon Road,3.0
Trick Dog,ALOHA,RF,,Caitlan Laman,415-471-2999,,0.085,0.0875,SF,3010 20th Street,3.0
Delarosa - Marina,ALOHA,RF,,Rodrigo,415-673-7100,415-271-3947,0.085,0.0875,SF,2175 Chestnut Street,3.0
Mountain Winery,ALOHA,DK,,Mario Cantero,408-913-7120,408-741-2822,0.09,0.0875,SC,14831 Pierce Road,3.0
Kaffe Mocha & Grill,ALOHA,AH,,Mike,707-566-8100,,0.0925,,SON,397 Aviation Blvd Suite A,3.0
Uno Dos Taco - Market,ALOHA,RF,,Monica,415-974-6922,510-589-2466,0.085,0.0875,SF,595 Market Street,3.0
Smoking Pig BBQ,ALOHA,JS,,Paul Reddick,408-380-4784,,0.0925,0.09,SanJose,1144 N. 4th Street,3.0
Super Duper Burger - Chestnut,ALOHA,RF,,Jeff,415-931-6258,  ,0.085,0.0875,SF,2201 Chestnut Street,3.0
Lake Chalet Restaurant,ALOHA,RF,,Scott,510-208-5253,,0.0925,,ALA,1520 Lakeside Drive,3.0
Orcutt Burger - Santa Maria,ALOHA,JS,,Spiro Zafiris,805-938-0064,805-598-5567,0.0825,0.08,San.Ben,1099 E. Clark Avenue,3.0
Orcutt Burger - Grover Beach,ALOHA,JS,,Spiro Zafiris,805-646-2723,,0.0875,0.08,Grover,1771 W. Grand Avenue,3.0
a Mano,ALOHA,,,Rodrigo,415-506-7401,415-271-3947,450 Hayes Street,San Francisco,Ca,info@amanosf.com,3.0
Alley & Vine,TOAST,Last order 7/2021,,Casey,510-227-5006,,1332 Park St Suite D,Alameda,Ca,,3.0
Super Duper Burger - Metreon,ALOHA,RF,,Nancy,415-882-1750,,0.085,0.0875,SF,783 Mission Street,3.0
Super Duper Burger - Mill Valley,ALOHA,RF,,Jesus,415-380-8555,,0.0825,0.085,MARIN,430 Miller Avenue,3.0
Super Duper Burger - New Mo,ALOHA,RF,,Ed Onas,415-603-0091,,0.085,0.0875,SF,117  New Montgomery St,3.0
Bolinas Peoples Store,SPOT ON,call schedule 1 per month,,Claire,415-868-1433,,14 Wharf Rd,Bolinas,Ca,,4.0
Bargain Line,CASIO,LG,,Ratib Norzei,510-261-7500,,0.0925,0.095,ALA,701 Kennedy St,4.0
Armando's Bar & Grill,MAITRE'D,,,Armando Alvarez,760-346-0744,760-972-7118,73260 El Paseo #1A,Palm Desert,Ca,armandononi@hotmail.com,4.0
McInnis Park Golf Center,MAITRE'D,,,Erick,415-491-5961,415-250-3658,350 Smith Ranch Road,San Rafael,Ca,erick@mcinnisparkgolfcenter.com,4.0
Pepito's Restaurant,MAITRE'D,,,Eduardo,951-788-2652,951-500-3677,6539 Magnolia Avenue,Riverside,Ca,pepitos-restaurant@hotmail.com,4.0
Ace Wasabi,MAITRE'D,,,Ken Lowe,415-567-4903,415-819-8477,3339 Steiner Street,San Francisco,Ca,klowe1414@yahoo.com,4.0
Ace Wasabi,MAITRE'D,,,Ken Lowe,415-567-4903,415-819-8477,3339 Steiner Street,San Francisco,Ca,klowe1414@yahoo.com,4.0
Bajis Café,CASIO,LG,,Bajis,650-967-7477,,0.0875,0.09,SM,2423 Old Middlefield Way,4.0
Archive Bar & Kitchen,,RF,,Gabe Bryant,415-987-5770,415-385-2891,0.085,0.0875,SF,602 Mission Street,4.0
Seabowl,MAITRE'D,,,David Szeto,650-738-8190,415-564-1361 ,4625 Coast Hwy 1,Pacifica,Ca,gm@seabowl.com,4.0
Ashby Supermarket,CASIO,LG,Casio QT6600,Andre Hussein,510-647-3672,510-213-1868,0.0925,0.095,ALA,2948 Martin Luther King Way,4.0
Comforts Café,SCALE,ordered,,Samantha,415-454-9840,,335 San Anselmo Avenue,San Anselmo,Ca,office@comfortscafe.com,4.0
Consumers Liquors,MA1650,,,Lucy /Henry,650-342-7403,,220 E Poplar Avenue,San Mateo,Ca,,4.0
Cote Ouest Bistro,SPOT ON,No call needed,,Laurent Monchicourt,415-637-4124,,2953 Baker St,San Francisco,Ca,email paid invoices to ----------------> ,4.0
Chicken Express - Suisun,CASIO,,,Robert,707-421-1100,,"1240 Anderson Drive, Ste 101",Suisun,Ca,,4.0
Chula Taco,SPOT ON,Last order 6/17/2021,,Rigo,619-451-2517,,4301 Market Street,San Diego,Ca,,4.0
Celia's - San Rafael #5,COMTREX,Last order 6/3/2021,,Carlos Preciado,415-456-8190,415-378-4291,1 Vivian Street,San Rafael,Ca,albertoyanez1973@gmail.com,4.0
Cigarettes 4 Less - Ukiah,CASIO,,,Manager,707-462-1900,,117-B South Orchard Avenue,Ukiah,Ca,95482,4.0
Cigarettes Cheaper - Arcata,CASIO,,,Mohammad,707-826-0772,510-284-7546,600 F Street,Arcata,Ca,95521,4.0
Cigarettes Cheaper - Eureka,CASIO,,,Manager,707-497-6278,,2810 E Street,Eureka,Ca,95501,4.0
Cigarettes for Less,CASIO,,,Manager,707-645-4494,,2083 Solano Avenue,Vallejo,Ca,94590,4.0
Valley Convenience Mart,CASIO,LG,QT6600,Chris/Ali,925-229-4775,,0.0975,0.085,Martinez,835 Alhambra Avenue,4.0
Valmar Super Market,CASIO,LG,TE7000,Tony,415-252-0334,,0.085,0.0875,SF,16 Valencia Street,4.0
Clinica Mi Pueblo - Huntington Park,MAITRE'D,Last order 7/2021,,Elizabeth Ugarte,323-589-5190,626-497-1121,2649 Gage Avenue,Huntington Park,Ca,,4.0
Cigarette City - Vallejo,CASIO,,,Wahid,510-396-0784,,"4300 Sonoma Blvd, Ste 808",Vallejo,Ca,94589,4.0
Cigarette City - Watsonville,CASIO,,,Manager,831-728-9981,,1441 Freedom Blvd,Watsonville,Ca,95076,4.0
Cigarette City and News,CASIO,,,Mark,707-428-5083,,3049 Travis Blvd,Fairfield,Ca,94534,4.0
Cigarette City Plus,CASIO,Casio TE7000,,Mashog,510-481-7224,,"20930 Mission Blvd, Creekside Center",Hayward,Ca,94541,4.0
Delancey Street,MAITRE'D,,,Mike Boris,415-957-9800,x640,600 Embarcadero,San Francisco,Ca,,4.0
Cigarette Max,CASIO,,,Hadi,408-365-1408,,474 Blossom Hill Rd Ste B,San Jose,Ca,95123,4.0
Cigarettes 4 Less - San Leandro,CASIO,,,Eltaib,510-614-8864,,699 Lewelling Blvd,San Leandro,Ca,94579,4.0
Cigarette Box 1,CASIO,,,Ghafur,510-728-8565,,2785 Castro Valley Blvd,Castro Valley,Ca,94546,4.0
Cigarette Center,CASIO,,,Mohammad,209-835-9783,,3161 Tracy Blvd,Tracy,Ca,95376,4.0
Cigarette Cheaper,CASIO,,,Manager,707-456-1000,,1726 S. Main Street,Willits,Ca,95490,4.0
Cigarette City - Brentwood,CASIO,,,Wahid,925-240-6000,,8065 Brentwood Blvd,Brentwood,Ca,94513,4.0
Cigarette City - Hayward,CASIO,,,Behroz,510-889-7230,,1960 B Street,Hayward,Ca,94541,4.0
Cigarette City - Pleasanton,CASIO,,,Walid,925-484-4000,,"4615 1st Street, Ste 110",Pleasanton,Ca,94566,4.0
Cigarette City - San Jose,CASIO,,,Mark,408-264-0110,,1795 Hillsdale Avenue #40,San Jose,Ca,95124,4.0
Cigarette City - Stockton,CASIO,,,Shawn,209-451-1850,,1633 E Hammer Lane,Stockton,Ca,95210,4.0
Silbermann's Ice Cream **Spot On**,SPOT ON,3 month call schedule,,Curtis,415-479-1657, ,196 Northgate One,San Rafael,Ca,,4.0
Silver's At The Wharf,MAITRE'D,Orders monthly last order 7/27/2021,,Sherry,707-964-5049,,32260 N. Harbor Drive,Ft. Bragg,Ca,thewharf@mcn.org,4.0
Ojai Coffee Roasting,,DK,,Stacey Jones,805-272-5182,805-646-8171,0.0725,0.075,VENT,337 E. Ojai Avenue,4.0
Paisano's Trattoria & Pizzeria,CASIO,LG,Casio Qt6600,Joe,650-898-8645,,0.0875,0.09,SM,442 Manor Plaza,4.0
