name,phone,email,address,city,state,zip,type,source
Dabao Singapore,+14159669557,,"135 4th St San Francisco, CA 94103",San Francisco,CA,94103,restaurant,vendors:yelp_USA
Daddy Jack's Restaurant,(817) 332-2477,,353 Throckmorton St,Fort Worth,TX,76102,restaurant,leads:yp_directory
Daeho Kalbijjim & Beef Soup,+14155631388,,"1620 Post St San Francisco, CA 94115",San Francisco,CA,94115,restaurant,vendors:yelp_USA
Dai Bai Dang Restaurant Inc,(559) 448-8894,,165 E Paseo Del Centro,Fresno,CA,93720,restaurant,leads:yp_directory
Dale's Diner,(562) 425-7285,,4339 E Carson St,Long Beach,CA,90808,restaurant,leads:yp_directory
Dalton's Grill,(615) 662-4777,,7061 Highway 70 S,Nashville,TN,37221,restaurant,leads:yp_directory
Damsot,+12132198757,,"3377 Wilshire Blvd Ste 112 Los Angeles, CA 90010",Los Angeles,CA,90010,restaurant,vendors:yelp_USA
Dan's Hamburgers - Menchaca,(512) 443-6131,,4308 Menchaca Rd,Austin,TX,78704,restaurant,leads:yp_directory
Dandgure's Cafe,(615) 256-8501,,538 Lafayette St,Nashville,TN,37203,restaurant,leads:yp_directory
Daniela,+17162358598,,"387 Forest Ave Buffalo, NY 14213",Buffalo,NY,14213,restaurant,vendors:yelp_USA
Darcy's Restaurant & Bar,(503) 595-0073,,4804 N Lombard St,Portland,OR,97203,restaurant,leads:yp_directory
Darling Jack's Tavern,+12155464200,,"104 S 13th St Philadelphia, PA 19107",Philadelphia,PA,19107,restaurant,vendors:yelp_USA
Darryl's Wood Fired Grill,+13362941781,,"3300 Gate City Blvd Greensboro, NC 27407",Greensboro,NC,27407,restaurant,vendors:yelp_USA
Dasom,+12139086092,,"3959 Wilshire Blvd Los Angeles, CA 90010",Los Angeles,CA,90010,restaurant,vendors:yelp_USA
De Nunzio Trattoria,(206) 622-7688,,1 Yesler Way,Seattle,WA,98104,restaurant,leads:yp_directory
de'Medici Cucina Italiana,(619) 702-7228,,815 5th Ave,San Diego,CA,92101,restaurant,leads:yp_directory
Dean's Place,(702) 387-8887,,8355 Dean Martin Dr,Las Vegas,NV,89139,restaurant,leads:yp_directory
Dear Dad’s,+13368331045,,"3929 Battleground Ave Greensboro, NC 27410",Greensboro,NC,27410,restaurant,vendors:yelp_USA
Debajo,+12122134429,,"44 West 29th St New York, NY 10001",New York,NY,10001,restaurant,vendors:yelp_USA
Dee's Place,(215) 271-9325,,1528 S 2nd St,Philadelphia,PA,19147,restaurant,leads:yp_directory
Del Frisco's Double Eagle Steak House,(972) 807-6152,,3232 McKinney Ave,Dallas,TX,75204,restaurant,leads:yp_directory
Delaney's Tavern,+14078490801,,"1315 S Orange Ave Orlando, FL 32806",Orlando,FL,32806,restaurant,vendors:yelp_USA
Demos' Restaurant,(615) 256-4655,,300 Commerce St,Nashville,TN,37201,restaurant,leads:yp_directory
Denicolas Restaurant,(503) 239-5220,,3520 SE Powell Blvd,Portland,OR,97202,restaurant,leads:yp_directory
Denny's,(702) 474-4417,,3397 Las Vegas Blvd S,Las Vegas,NV,89109,restaurant,leads:yp_directory
Derive Brewing,+16147324186,,"2808 N High St Columbus, OH 43202",Columbus,OH,43202,restaurant,vendors:yelp_USA
Desi Wok,(918) 621-6565,,3966 S Hudson Ave,Tulsa,OK,74135,restaurant,leads:yp_directory
Desire Oyster Bar,(504) 553-2281,,300 Bourbon St,New Orleans,LA,70130,restaurant,leads:yp_directory
Desta Ethiopian Kitchen,(404) 492-9001,,3086 Briarcliff Rd NE,Atlanta,GA,30329,restaurant,leads:yp_directory
Devil's Food,(303) 733-7448,,1024 S Gaylord St,Denver,CO,80209,restaurant,leads:yp_directory
Dia De Pesca,(408) 287-3722,,55 N Bascom Ave,San Jose,CA,95128,restaurant,leads:yp_directory
Diana's Restaurant,(559) 277-9500,,3050 W Shaw Ave Ste 106,Fresno,CA,93711,restaurant,leads:yp_directory
DiAnoia's Eatery,+14129181875,,"2549 Penn Ave Pittsburgh, PA 15222",Pittsburgh,PA,15222,restaurant,vendors:yelp_USA
Dicicco's Sunnyside,(559) 221-6338,,2221 W Shaw Ave,Fresno,CA,93711,restaurant,leads:yp_directory
Dicola's Seafood,(773) 238-7071,,10754 S Western Ave,Chicago,IL,60643,restaurant,leads:yp_directory
Diner At The Plaza,(215) 755-7899,,43 Snyder Ave,Philadelphia,PA,19148,restaurant,leads:yp_directory
Ding Ho Restaurant,(614) 276-4395,,120 Phillipi Road,Columbus,OH,43228,restaurant,leads:yp_directory
Dinosaur Bar-B-Que,+15853257090,,"99 Court St Rochester, NY 14604",Rochester,NY,14604,restaurant,vendors:yelp_USA
Ditto's Grill,(502) 581-9129,,1114 Bardstown Rd,Louisville,KY,40204,restaurant,leads:yp_directory
DIVINO,+15592266828,,"6023 N Palm Ave, Fresno, CA 93704",Fresno,CA,93704,customer,vendors:msg657_Pendo_0623 (17).xlsx
Dixboro Project,+17346693310,,"5400 Plymouth Rd Ann Arbor, MI 48105",Ann Arbor,MI,48105,restaurant,vendors:yelp_USA
Dmitri's,(215) 625-0556,,795 S 3rd St,Philadelphia,PA,19147,restaurant,leads:yp_directory
Dockside Seafood & Fishing Center,(757) 481-4545,,3311 Shore Dr,Virginia Beach,VA,23451,restaurant,leads:yp_directory
Dodie's New Orleans Seafood Cafe,(214) 821-8890,,2129 Greenville Ave,Dallas,TX,75206,restaurant,leads:yp_directory
Dog And Pony,+17163220857,,"2115 Seneca St Buffalo, NY 14210",Buffalo,NY,14210,restaurant,vendors:yelp_USA
Dog House Grill,(559) 294-9920,,2789 E Shaw Ave,Fresno,CA,93710,restaurant,leads:yp_directory
Dolce Vita Italian Grocer,(480) 218-0225,,5251 E Brown Rd Ste 104,Mesa,AZ,85205,restaurant,leads:yp_directory
DOLORES PARK,+18004924227,,"645 S Minnewawa Ave, Fresno, CA 93727",Fresno,CA,93727,customer,vendors:msg657_Pendo_1023 (8).xlsx
DOLORES PARK CAFÉ,+15599004873,,"3071 E Campus Pointe Dr, Fresno, CA 93710",Fresno,CA,93710,customer,vendors:msg657_Pendo_0523.xlsx
Dom & Phil De Marinis Pizza,(414) 286-7742,,1211 E Conway St,Milwaukee,WI,53207,restaurant,leads:yp_directory
Domo Sushi,(714) 974-7719,,8285 E Santa Ana Canyon Rd Ste 120,Anaheim,CA,92808,restaurant,leads:yp_directory
Don Pericos,(661) 589-5670,,9919 Hageman Rd Ste 300,Bakersfield,CA,93312,restaurant,leads:yp_directory
Dona Tomas,(510) 450-0522,,5004 Telegraph Ave,Oakland,CA,94609,restaurant,leads:yp_directory
DONUT KING,+12093835411,,"260 W Main St, Ste A, Merced, CA 95340",Merced,CA,95340,customer,vendors:msg657_Pendo_1023 (8).xlsx
Doo-Dah Diner,(316) 265-7011,,206 E Kellogg St,Wichita,KS,67202,restaurant,leads:yp_directory
Double Dragon 2,(502) 241-7766,,12480 La Grange Rd,Louisville,KY,40245,restaurant,leads:yp_directory
Dough Boy's California Pizza,(757) 422-6111,,1700 Atlantic Ave,Virginia Beach,VA,23451,restaurant,leads:yp_directory
Doughbird,+19452292500,,"5560 W Lovers Ln Ste 260 Dallas, TX 75209",Dallas,TX,75209,restaurant,vendors:yelp_USA
Drew's on Halsted,(773) 244-9191,,3201 N Halsted St,Chicago,IL,60657,restaurant,leads:yp_directory
Drum Room,(816) 303-1686,,1335 Baltimore Ave,Kansas City,MO,64105,restaurant,leads:yp_directory
Dry Creek Grill,(408) 264-2011,,1580 Hamilton Ave,San Jose,CA,95125,restaurant,leads:yp_directory
Dry River Co.,(520) 298-5555,,800 N Kolb Rd,Tucson,AZ,85710,restaurant,leads:yp_directory
Dunston's Prime Steak House,(469) 272-8912,,8526 Harry Hines Blvd,Dallas,TX,75235,restaurant,leads:yp_directory
E Tutto Qua,(415) 989-1002,,270 Columbus Ave,San Francisco,CA,94133,restaurant,leads:yp_directory
Eastside Italian Deli - Los Feliz,(323) 407-6841,,1761 N Vermont Ave,Los Angeles,CA,90027,restaurant,leads:yp_directory
EASY RIDER,+15593260682,,"80 W Bullard Ave, Ste 105, Clovis, CA 93612",Clovis,CA,93612,customer,vendors:msg657_Pendo_1023 (8).xlsx
Eat First Chinese Restaurant,(505) 352-2075,,3250 Coors Blvd NW Ste B,Albuquerque,NM,87120,restaurant,leads:yp_directory
Eatible Delights Catering,(215) 236-3900,,2338 Ridge Ave,Philadelphia,PA,19121,restaurant,leads:yp_directory
ECCO,(404) 347-9555,,40 7th St NE,Atlanta,GA,30308,restaurant,leads:yp_directory
Echelon Kitchen and Bar,+17344693799,,"200 S Main St Ann Arbor, MI 48104",Ann Arbor,MI,48104,restaurant,vendors:yelp_USA
Eddie V's Prime Seafood,(512) 472-1860,,301 E 5th St,Austin,TX,78701,restaurant,leads:yp_directory
Egg Roll Number 1,(317) 787-2225,,4540 S Emerson Ave,Indianapolis,IN,46203,restaurant,leads:yp_directory
Eggie's Restaurant,(916) 488-4356,,1650 Fulton Ave,Sacramento,CA,95825,restaurant,leads:yp_directory
Eggs Etc,(562) 433-9588,,550 Redondo Ave,Long Beach,CA,90814,restaurant,leads:yp_directory
El Atlakat,(305) 271-3101,,10855 SW 72nd St,Miami,FL,33173,restaurant,leads:yp_directory
EL CAPITAN MAIRSCOS Y TAQUERIA,+15593070460,,"29533 Auberry Rd, Unit 104, Prather, CA 93651",Prather,CA,93651,customer,vendors:msg657_Pendo_1123 (12).xlsx
El Charro Cafe,(520) 514-1922,,6910 E Sunrise Dr,Tucson,AZ,85750,restaurant,leads:yp_directory
El Charro Mexican Restaurant,(707) 570-2387,,1529 Farmers Ln,Santa Rosa,CA,95405,restaurant,leads:yelp_directory
El Charro Restaurant,(661) 322-5318,,700 S Union Ave,Bakersfield,CA,93307,restaurant,leads:yp_directory
El Compadre Restaurant,(305) 649-3100,,219 NW 27th Ave,Miami,FL,33125,restaurant,leads:yp_directory
El Cortez Restaurant,(562) 270-1647,,5345 Long Beach Blvd,Long Beach,CA,90805,restaurant,leads:yp_directory
El Dorado Mexican Restaurant,(402) 734-1555,,5134 S 24th St,Omaha,NE,68107,restaurant,leads:yp_directory
El Fenix,(817) 557-4309,,4608 S Cooper St # 13,Arlington,TX,76017,restaurant,leads:yp_directory
El Greco Cafe & Rotisserie,(323) 662-3431,,1824 N Vermont Ave,Los Angeles,CA,90027,restaurant,leads:yp_directory
El Grullense Restaurant,(510) 261-3325,,1457 Fruitvale Ave,Oakland,CA,94601,restaurant,leads:yp_directory
El Mesquite Restaurant,(602) 243-7107,,26 E Baseline Rd Ste 120,Phoenix,AZ,85042,restaurant,leads:yp_directory
EL PATRON,+15598975579,,"1961 Simpson St, Kingsburg, CA 93631",Kingsburg,CA,93631,customer,vendors:msg657_Pendo_0423 (18).xlsx
El Patron,(505) 275-0223,,10551 Montgomery Blvd NE,Albuquerque,NM,87111,restaurant,leads:yp_directory
EL PATRON MEXICAN FOOD,+15598975579,,"1961 Simpson St, Kingsburg, CA 93631",Kingsburg,CA,93631,customer,vendors:msg657_Pendo_0923 (13).xlsx
El Puerto Seafood Restaurant,(661) 326-1425,,2105 Edison Hwy,Bakersfield,CA,93305,restaurant,leads:yp_directory
El Rio Verde,(918) 592-2555,,38 N Trenton Ave,Tulsa,OK,74120,restaurant,leads:yp_directory
El Rodeo Inn,(316) 686-2070,,650 N Carriage Pkwy Ste 110,Wichita,KS,67208,restaurant,leads:yp_directory
El Rodeo Mexican Restaurant,(919) 571-1188,,4112 Pleasant Valley Rd,Raleigh,NC,27612,restaurant,leads:yp_directory
El Taco Tote,(915) 857-9998,,1461 N Zaragoza Rd,El Paso,TX,79936,restaurant,leads:yp_directory
El Tenedor Restaurant,(915) 600-5910,,414 E San Antonio Ave,El Paso,TX,79901,restaurant,leads:yp_directory
El Tequila Mexican Restaurant,(918) 459-7677,,8118 S Memorial Dr,Tulsa,OK,74133,restaurant,leads:yp_directory
Elephant Thai Food,+16149821690,,"1282 Essex Ave Columbus, OH 43201",Columbus,OH,43201,restaurant,vendors:yelp_USA
Elizabeth's Restaurant,(504) 944-9272,,601 Gallier St,New Orleans,LA,70117,restaurant,leads:yp_directory
Ella's Restaurant,(628) 400-4053,,500 Presidio Ave,San Francisco,CA,94115,restaurant,leads:yp_directory
Ellendales,(615) 414-1310,,2739 Old Elm Hill Pike,Nashville,TN,37214,restaurant,leads:yp_directory
Elmer's BBQ,(918) 742-6702,,4130 S Peoria Ave,Tulsa,OK,74105,restaurant,leads:yp_directory
Ema,+13125275586,,"74 W Illinois St Chicago, IL 60654",Chicago,IL,60654,restaurant,vendors:yelp_USA
Ember Kitchen,+15122916846,,"800 W Cesar Chavez St Ste PP110 Austin, TX 78701",Austin,TX,78701,restaurant,vendors:yelp_USA
EMei,+12156272500,,"915 Arch St Philadelphia, PA 19107",Philadelphia,PA,19107,restaurant,vendors:yelp_USA
Emmett Watson's Oyster Bar,(206) 448-7721,,1916 Pike Pl Ste 16,Seattle,WA,98101,restaurant,leads:yp_directory
Emperor Norton's Italian Restaurant & Pizzeria,(408) 226-4424,,7058 Santa Teresa Blvd,San Jose,CA,95139,restaurant,leads:yp_directory
EPIC STEAK HOUSE,+15596423131,,"39255 Marina Dr, Bass Lake, CA 93604",Bass Lake,CA,93604,customer,vendors:msg657_Pendo_1023 (8).xlsx
ERNEST,+15592657020,,"3460 S East Ave, Ste 101, Fresno, CA 93725",Fresno,CA,93725,customer,vendors:msg657_Pendo_1023 (8).xlsx
Espana Restaurant Inc,(402) 505-9917,,6064 Maple St,Omaha,NE,68104,restaurant,leads:yp_directory
Espanolita,+17868137415,,"441 Española Way Miami Beach, FL 33139",Miami Beach,FL,33139,restaurant,vendors:yelp_USA
ESTRELLA'S MARKET,+15598964231,,"2345 Whitson St, Selma, CA 93662",Selma,CA,93662,customer,vendors:msg661_Pendo_0920.xlsx
Etta's Seafood,(206) 443-6000,,2020 Western Ave,Seattle,WA,98121,restaurant,leads:yp_directory
Etxe,+15132026540,,"900 East McMillan St Cincinnati, OH 45206",Cincinnati,OH,45206,restaurant,vendors:yelp_USA
Everest Sherpa Restaurant,+17349975490,,"2803 Oak Valley Dr Ann Arbor, MI 48103",Ann Arbor,MI,48103,restaurant,vendors:yelp_USA
EVO PAYMENTS,+15595499892,,"370 W Herndon Ave, Clovis, CA 93612",Clovis,CA,93612,customer,vendors:msg657_Pendo_1023 (8).xlsx
Fabianis Ristorante,(707) 595-1177,,505 Mendocino Ave,Santa Rosa,CA,95401,restaurant,leads:yelp_directory
Fabious Corner Best BBQ,(661) 631-0225,,1301 4th St,Bakersfield,CA,93304,restaurant,leads:yp_directory
FARFALLA,+12095331996,,"14619 Mono Way, Sonora, CA 95370",Sonora,CA,95370,customer,vendors:msg657_Pendo_0423 (18).xlsx
Farmhouse Restaurant,+12177933601,,"3001 S Veterans Pkwy Springfield, IL 62704",Springfield,IL,62704,restaurant,vendors:yelp_USA
FARMSTEAD,+15593323276,,"15759 Morgan Canyon Rd, Prather, CA 93651",Prather,CA,93651,customer,vendors:msg657_Pendo_0423 (18).xlsx
Fast Wok,(317) 895-9234,,10116 E Washington St,Indianapolis,IN,46229,restaurant,leads:yp_directory
Fat Cats,+12162609430,,"2061 W 10th St Cleveland, OH 44113",Cleveland,OH,44113,restaurant,vendors:yelp_USA
Fat City Bar & Cafe,(916) 446-6768,,1001 Front St,Sacramento,CA,95814,restaurant,leads:yp_directory
Fat Jimmy's,(502) 244-2500,,12216 Shelbyville Rd,Louisville,KY,40243,restaurant,leads:yp_directory
Feast,(773) 772-7100,,1616 N Damen Ave Ste 1,Chicago,IL,60647,restaurant,leads:yp_directory
Fellini's Pizza,(404) 687-9190,,1634 Mclendon Ave NE,Atlanta,GA,30307,restaurant,leads:yp_directory
Fernando's,(402) 330-5707,,380 N 114th St,Omaha,NE,68154,restaurant,leads:yp_directory
Ferraros Cucina Italiana,(562) 421-5380,,3500 N Los Coyotes Diagonal,Long Beach,CA,90808,restaurant,leads:yp_directory
Fiddler's Green Restaurant,(619) 222-2216,,2760 Shelter Island Dr,San Diego,CA,92106,restaurant,leads:yp_directory
Fifth & Fire,+17063051740,,"551 Broad St Augusta, GA 30901",Augusta,GA,30901,restaurant,vendors:yelp_USA
Fig & Ash Wood Fire Kitchen,+14123212222,,"514 E Ohio St Pittsburgh, PA 15212",Pittsburgh,PA,15212,restaurant,vendors:yelp_USA
FINAL FINAL,+15594858888,,"2238 N Pleasant Ave, Fresno, CA 93705",Fresno,CA,93705,customer,vendors:msg657_Pendo_1023 (8).xlsx
Finch & Fifth,+17063645300,,"379 Highland Ave Augusta, GA 30909",Augusta,GA,30909,restaurant,vendors:yelp_USA
Finch's Restaurant,(919) 834-7396,,401 W Peace St,Raleigh,NC,27603,restaurant,leads:yp_directory
Firebirds Wood Fired Grill,(402) 359-1340,,17415 Chicago Cir,Omaha,NE,68118,restaurant,leads:yp_directory
Firefly Grille,(615) 383-0042,,2201 Bandywood Dr,Nashville,TN,37215,restaurant,leads:yp_directory
First Wok,(719) 573-9585,,3912 E San Miguel St,Colorado Springs,CO,80909,restaurant,leads:yp_directory
FISH,+15596833479,,"40134 Enterprise Dr, Oakhurst, CA 93644",Oakhurst,CA,93644,customer,vendors:msg657_Pendo_0423 (18).xlsx
Fishbar,+19126628837,,"2218 Bull St Savannah, GA 31401",Savannah,GA,31401,restaurant,vendors:yelp_USA
Fishbone Grill & Sports Bar,(817) 261-5798,,816 N Collins St,Arlington,TX,76011,restaurant,leads:yp_directory
Fishbone's Rhythm Kitchen Cafe,(313) 965-4600,,400 Monroe St Ste 480,Detroit,MI,48226,restaurant,leads:yp_directory
Fisherman's Restaurant,(206) 623-3500,,1301 Alaskan Way,Seattle,WA,98101,restaurant,leads:yp_directory
Five,(559) 434-5553,,1110 E Champlain Dr,Fresno,CA,93720,restaurant,leads:yp_directory
FL - Teriyaki Madness Clearwater,727-408-5558,,"23894 US highway 19 N., Suite 30, Clearwater, FL",,FL,,,leads:Teriyaki Madness Official
FL - Teriyaki Madness Country Walk,(786) 250-5028,,"13775 SW 152nd St, Miami, FL 33177",,FL,,,leads:Teriyaki Madness Official
FL - Teriyaki Madness Lakeland,(863) 500-8623,,"304 N Kentucky Ave, Lakeland, FL 33801",,FL,,,leads:Teriyaki Madness Official
FL - Teriyaki Madness Melbourne,3213054116,,"2338 Citadel Way, Melbourne, FL 32940, USA",Melbourne,Florida,32940,,leads:Teriyaki Madness Official
FL - Teriyaki Madness Mission Bay Plaza,(561) 409-2977,,"0437 FL-7 B6, Boca Raton, FL",,FL,,,leads:Teriyaki Madness Official
FL - Teriyaki Madness Oviedo,407-542-5645,,"441 E Mitchell Hammock Rd, Suite 1101 Oviedo, FL, 32765",,FL,,,leads:Teriyaki Madness Official
FL - Teriyaki Madness Pinellas Park,727-371-9244,,"7253 Park Blvd, Pinellas Park, FL 33781, USA",Pinellas Park,Florida,33781,,leads:Teriyaki Madness Official
FL - Teriyaki Madness St Johns,9046747271,,"140 Little Cypress Dr ste 106, St Johns, FL 32259, USA",Saint Johns,Florida,32259,,leads:Teriyaki Madness Official
Flama Llama,+18584920402,,"4433 Convoy St San Diego, CA 92111",San Diego,CA,92111,restaurant,vendors:yelp_USA
Flatiron Bar & Diner,(614) 461-0033,,129 E Nationwide Blvd,Columbus,OH,43215,restaurant,leads:yp_directory
Flips Patio Grill,(817) 847-4424,,6613 Fossil Bluff Dr,Fort Worth,TX,76137,restaurant,leads:yp_directory
Floods Bar & Grill,(313) 963-1090,,731 Saint Antoine St,Detroit,MI,48226,restaurant,leads:yp_directory
Flora,(510) 286-0100,,1916 Telegraph Ave,Oakland,CA,94612,restaurant,leads:yp_directory
Flying Star Cafe,(505) 255-6633,,3416 Central Ave SE,Albuquerque,NM,87106,restaurant,leads:yp_directory
Flying Star Cafe Inc,(505) 243-3211,,723 Silver Ave SW,Albuquerque,NM,87102,restaurant,leads:yp_directory
Fog Harbor Fish House,+14154212442,,"39 Pier San Francisco, CA 94133",San Francisco,CA,94133,restaurant,vendors:yelp_USA
formoosa,+18585679091,,"4646 Convoy St San Diego, CA 92111",San Diego,CA,92111,restaurant,vendors:yelp_USA
Fox & Hound,(919) 781-4495,,4158 Main At North Hills St,Raleigh,NC,27609,restaurant,leads:yp_directory
Fox Bros Bar-B-Q,(404) 577-4030,,1238 Dekalb Ave NE,Atlanta,GA,30307,restaurant,leads:yp_directory
Fox Bros. Bar-B-Q,+14045774030,,"1238 Dekalb Ave NE Atlanta, GA 30307",Atlanta,GA,30307,restaurant,vendors:yelp_USA
Foxfire Restaurant-Anaheim Hills,(714) 974-5400,,5717 E Santa Ana Canyon Rd,Anaheim,CA,92807,restaurant,leads:yp_directory
Frank Fat's,(916) 442-7092,,806 L St,Sacramento,CA,95814,restaurant,leads:yp_directory
FRANKY'S RESTAURANT,+12094894415,,"Merced, CA 95340",Merced,CA,95340,customer,vendors:msg657_Pendo_0423 (18).xlsx
Fratellino,+17864520068,,"264 Miracle Mile Coral Gables, FL 33134",Coral Gables,FL,33134,restaurant,vendors:yelp_USA
Fred's Barbecue Factory,(661) 325-8800,,4208 Rosedale Hwy Ste 308,Bakersfield,CA,93308,restaurant,leads:yp_directory
FRED'S LIQUOR,+15597324995,,"831 S Lovers Ln, Visalia, CA 93292",Visalia,CA,93292,customer,vendors:msg657_Pendo_1123 (12).xlsx
Freddy’s Chophouse,+16193917575,,"554 Fourth Ave San Diego, CA 92101",San Diego,CA,92101,restaurant,vendors:yelp_USA
Freeman's Grub & Pub,+13363333399,,"1820 Spring Garden St Greensboro, NC 27403",Greensboro,NC,27403,restaurant,vendors:yelp_USA
French Bistro - Argentinian Steakhouse,(305) 251-9014,,13611 S Dixie Hwy,Miami,FL,33176,restaurant,leads:yp_directory
Fric & Frac,(816) 753-6102,,1700 W 39th St,Kansas City,MO,64111,restaurant,leads:yp_directory
Frita Batidos,+17347612882,,"117 W Washington St Ann Arbor, MI 48104",Ann Arbor,MI,48104,restaurant,vendors:yelp_USA
Frog & the Hen,+17067552767,,"466 Flowing Wells Rd Ste 4 Augusta, GA 30907",Augusta,GA,30907,restaurant,vendors:yelp_USA
Frog Hollow Tavern,+17063646906,,"1282 Broad St Augusta, GA 30901",Augusta,GA,30901,restaurant,vendors:yelp_USA
Fuddruckers,(713) 462-4508,,13010 Northwest Fwy,Houston,TX,77040,restaurant,leads:yp_directory
Fuji,(918) 250-1821,,8226 E 71st St,Tulsa,OK,74133,restaurant,leads:yp_directory
Fusa,(316) 618-1818,,303 S Greenwich Rd,Wichita,KS,67207,restaurant,leads:yp_directory
Fusion Sushi,(904) 636-8688,,1550 University Blvd W,Jacksonville,FL,32217,restaurant,leads:yp_directory
Fusion Teriyaki,(661) 831-7100,,6300 White Ln,Bakersfield,CA,93309,restaurant,leads:yp_directory
Fusionn Buffet,(816) 960-6598,,4039 Mill St,Kansas City,MO,64111,restaurant,leads:yp_directory
Gambino's Pizza,(316) 272-9777,,1520 S Webb Rd Ste 120,Wichita,KS,67207,restaurant,leads:yp_directory
Gandolfo's New York Deli,(402) 315-3354,,6303 Center St Ste 102,Omaha,NE,68106,restaurant,leads:yp_directory
Garduno's of Mexico,(505) 880-0055,,2100 Louisiana Blvd NE Ste 21,Albuquerque,NM,87110,restaurant,leads:yp_directory
