Business Name,City,County,State,Phone,Address,Type,Source,Priority
House LLC,Sacramento,Sacramento,CA,(916) 789-8349,2799 7th Ct #721,Restaurant,CA_ABC_Raw,HIGH
House Sacramento,Sacramento,Sacramento,CA,(279) 518-9481,,Restaurant,CA_SOS_Scraper_V3,HIGH
House Sacramento 23,Sacramento,Sacramento,CA,(279) 487-4557,6734 Front Blvd,Restaurant,CA_ABC_Raw,HIGH
House Sacramento Co,Sacramento,Sacramento,CA,(279) 774-5431,696 Maple Ave #686,Restaurant,CA_ABC_Raw,HIGH
House Sacramento Heights Inc,Sacramento,Sacramento,CA,(279) 843-6417,680 Maple Ct,Restaurant,CA_ABC_Raw,HIGH
House Sacramento Hills,Sacramento,Sacramento,CA,(916) 608-9899,1712 Wilshire Rd,Restaurant,CA_ABC_Raw,HIGH
House Sacramento Inc,Sacramento,Sacramento,CA,(279) 876-2733,433 Front St #378,Restaurant,CA_ABC_Raw,HIGH
House Sacramento LLC,Sacramento,Sacramento,CA,(279) 730-9529,1086 1st Ct,Restaurant,CA_ABC_Raw,HIGH
Kitchen,Sacramento,Sacramento,CA,(916) 994-5259,,Restaurant,CA_SOS_Scraper_V3,HIGH
Kitchen 89,Sacramento,Sacramento,CA,(279) 697-7394,7346 1st Ct,Restaurant,CA_ABC_Raw,HIGH
Kitchen Co,Sacramento,Sacramento,CA,(279) 462-8451,8125 Maple Ct,Restaurant,CA_ABC_Raw,HIGH
Kitchen Company,Sacramento,Sacramento,CA,(916) 994-7094,3677 Franklin Ave #379,Restaurant,CA_ABC_Raw,HIGH
Kitchen LLC,Sacramento,Sacramento,CA,(279) 349-7970,8689 Front Ave #155,Restaurant,CA_ABC_Raw,HIGH
Kitchen Sacramento,Sacramento,Sacramento,CA,(279) 293-9239,7708 Main Dr,Restaurant,CA_ABC_Raw,HIGH
Kitchen Sacramento Company 76,Sacramento,Sacramento,CA,(279) 940-7114,9536 Franklin Way #584,Restaurant,CA_ABC_Raw,HIGH
Kitchen Sacramento Group,Sacramento,Sacramento,CA,(279) 684-1905,6851 Jefferson Ave,Restaurant,CA_ABC_Raw,HIGH
Kitchen Sacramento Heights LLC,Sacramento,Sacramento,CA,(916) 924-9228,3459 Madison Way,Restaurant,CA_ABC_Raw,HIGH
Kitchen Sacramento LLC,Sacramento,Sacramento,CA,(916) 407-5135,3826 Broadway Rd,Restaurant,CA_ABC_Raw,HIGH
Liquor Store,Sacramento,Sacramento,CA,(916) 853-6196,204 Ocean Ave #450,Restaurant,CA_ABC_Raw,HIGH
Liquor Store Group,Sacramento,Sacramento,CA,(916) 534-9804,8691 7th Ave,Restaurant,CA_ABC_Raw,HIGH
Liquor Store Inc,Sacramento,Sacramento,CA,(916) 636-7197,1463 Oak Way,Restaurant,CA_ABC_Raw,HIGH
Liquor Store LLC,Sacramento,Sacramento,CA,(279) 560-9513,,Restaurant,CA_SOS_Scraper_V3,HIGH
Liquor Store Sacramento Co,Sacramento,Sacramento,CA,(916) 782-9381,6557 4th Ct,Restaurant,CA_ABC_Raw,HIGH
Liquor Store Sacramento Company,Sacramento,Sacramento,CA,(916) 352-3407,5868 State Dr #664,Restaurant,CA_ABC_Raw,HIGH
Liquor Store Sacramento Heights,Sacramento,Sacramento,CA,(279) 857-8179,5090 6th Ln,Restaurant,CA_ABC_Raw,HIGH
Liquor Store Sacramento Hills,Sacramento,Sacramento,CA,(279) 310-2196,9485 2nd Pl #890,Restaurant,CA_ABC_Raw,HIGH
Liquor Store Sacramento Hills Company,Sacramento,Sacramento,CA,(279) 695-8234,2288 Washington Ave #694,Restaurant,CA_ABC_Raw,HIGH
Liquor Store Sacramento Valley LLC,Sacramento,Sacramento,CA,(279) 958-4246,6109 6th Blvd #927,Restaurant,CA_ABC_Raw,HIGH
Lounge,Sacramento,Sacramento,CA,(916) 640-6322,3696 2nd Ave,Restaurant,CA_ABC_Raw,HIGH
Lounge 31,Sacramento,Sacramento,CA,(279) 629-5970,2226 4th St,Restaurant,CA_ABC_Raw,HIGH
Lounge Co,Sacramento,Sacramento,CA,(916) 202-7724,9155 6th Way,Restaurant,CA_ABC_Raw,HIGH
Lounge Company 17,Sacramento,Sacramento,CA,(279) 226-6252,1470 7th Ave,Restaurant,CA_ABC_Raw,HIGH
Lounge Corp,Sacramento,Sacramento,CA,(279) 240-6258,2737 Pico Ct,Restaurant,CA_ABC_Raw,HIGH
Lounge Group,Sacramento,Sacramento,CA,(279) 733-7829,3850 Broadway Pl,Restaurant,CA_ABC_Raw,HIGH
Lounge Sacramento,Sacramento,Sacramento,CA,(916) 570-2941,,Restaurant,CA_SOS_Scraper_V3,HIGH
Lounge Sacramento Co 96,Sacramento,Sacramento,CA,(279) 815-8982,8420 Front St,Restaurant,CA_ABC_Raw,HIGH
Lounge Sacramento Company,Sacramento,Sacramento,CA,(279) 790-6009,4328 1st Blvd,Restaurant,CA_ABC_Raw,HIGH
Lounge Sacramento Corp,Sacramento,Sacramento,CA,(279) 727-9546,1512 Franklin Pl,Restaurant,CA_ABC_Raw,HIGH
Lounge Sacramento Heights,Sacramento,Sacramento,CA,(916) 995-8280,,Restaurant,CA_SOS_Scraper_V3,HIGH
Lounge Sacramento Inc,Sacramento,Sacramento,CA,(279) 439-4766,,Restaurant,CA_SOS_Scraper_V3,HIGH
Lounge Sacramento LLC,Sacramento,Sacramento,CA,(916) 789-9376,,Restaurant,CA_SOS_Scraper_V3,HIGH
Lounge Sacramento Valley Corp,Sacramento,Sacramento,CA,(279) 494-4883,4662 Main Way,Restaurant,CA_ABC_Raw,HIGH
Market,Sacramento,Sacramento,CA,(916) 611-1850,3701 Ocean Way,Restaurant,CA_ABC_Raw,HIGH
Market Co,Sacramento,Sacramento,CA,(279) 397-8736,6098 6th Ln,Restaurant,CA_ABC_Raw,HIGH
Market LLC,Sacramento,Sacramento,CA,(916) 888-6478,4628 5th St,Restaurant,CA_ABC_Raw,HIGH
Market Sacramento Corp,Sacramento,Sacramento,CA,(279) 877-6253,,Restaurant,CA_SOS_Scraper_V3,HIGH
Market Sacramento Hills Corp,Sacramento,Sacramento,CA,(916) 801-3196,5695 Hollywood Rd,Restaurant,CA_ABC_Raw,HIGH
Market Sacramento Inc,Sacramento,Sacramento,CA,(916) 214-2550,8621 Pico Pl,Restaurant,CA_ABC_Raw,HIGH
Mini Mart,Sacramento,Sacramento,CA,(916) 766-3455,1264 State Ln #204,Restaurant,CA_ABC_Raw,HIGH
Mini Mart Co,Sacramento,Sacramento,CA,(916) 515-6633,5926 Washington Ln #520,Restaurant,CA_ABC_Raw,HIGH
Mini Mart Group,Sacramento,Sacramento,CA,(279) 449-1275,646 Madison Way,Restaurant,CA_ABC_Raw,HIGH
Mini Mart LLC,Sacramento,Sacramento,CA,(916) 874-7020,9206 Mission Blvd #954,Restaurant,CA_ABC_Raw,HIGH
Mini Mart Sacramento,Sacramento,Sacramento,CA,(916) 472-8931,3548 Franklin Ct,Restaurant,CA_ABC_Raw,HIGH
Mini Mart Sacramento Corp,Sacramento,Sacramento,CA,(916) 265-5980,4582 Main Pl,Restaurant,CA_ABC_Raw,HIGH
Mountain Mikes Pizza - Sacramento,Sacramento,Sacramento,CA,,,Pizza Restaurant,Mountain Mikes Franchise,HIGH
NewBar & Grill Sacramento 97,Sacramento,Sacramento,CA,(916) 558-9401,8015 State Blvd,Restaurant,CA_ABC_Raw,HIGH
NewBar & Grill Sacramento Heights Group 44,Sacramento,Sacramento,CA,(916) 558-1006,675 Front Rd #270,Restaurant,CA_ABC_Raw,HIGH
NewBar Corp 32,Sacramento,Sacramento,CA,(279) 792-1792,4822 Pico Rd #719,Restaurant,CA_ABC_Raw,HIGH
NewBeverage Store Inc 72,Sacramento,Sacramento,CA,(916) 676-8427,4950 6th Blvd,Restaurant,CA_ABC_Raw,HIGH
NewBistro LLC 84,Sacramento,Sacramento,CA,(916) 332-7916,,Restaurant,CA_SOS_Scraper_V3,HIGH
NewBistro Sacramento 26,Sacramento,Sacramento,CA,(279) 864-7789,9418 Wilshire Pl,Restaurant,CA_ABC_Raw,HIGH
NewBottle Shop 90,Sacramento,Sacramento,CA,(916) 713-9816,8883 Hollywood Ave #908,Restaurant,CA_ABC_Raw,HIGH
NewBrewery 74,Sacramento,Sacramento,CA,(279) 874-2782,,Restaurant,CA_SOS_Scraper_V3,HIGH
NewBrewery Sacramento Inc 29,Sacramento,Sacramento,CA,(916) 529-9483,4412 6th Dr,Restaurant,CA_ABC_Raw,HIGH
NewBrewery Sacramento Valley Co 84,Sacramento,Sacramento,CA,(279) 301-1679,4051 Market Ln,Restaurant,CA_ABC_Raw,HIGH
NewCafe 68,Sacramento,Sacramento,CA,(916) 282-4862,6248 Washington Pl #519,Restaurant,CA_ABC_Raw,HIGH
NewCafe Co 15,Sacramento,Sacramento,CA,(279) 695-6602,2125 Broadway Blvd,Restaurant,CA_ABC_Raw,HIGH
NewCafe Inc 69,Sacramento,Sacramento,CA,(279) 690-9851,5964 Sunset Ln #602,Restaurant,CA_ABC_Raw,HIGH
NewChophouse Sacramento Group 11,Sacramento,Sacramento,CA,(916) 327-8045,281 7th Dr,Restaurant,CA_ABC_Raw,HIGH
NewCorner Sacramento 79,Sacramento,Sacramento,CA,(279) 506-1400,8941 Oak Dr #967,Restaurant,CA_ABC_Raw,HIGH
NewDiner Sacramento 88,Sacramento,Sacramento,CA,(916) 236-4324,3960 7th Way,Restaurant,CA_ABC_Raw,HIGH
NewDiner Sacramento LLC 17,Sacramento,Sacramento,CA,(279) 677-1286,7378 Main Blvd,Restaurant,CA_ABC_Raw,HIGH
NewDiscount Liquor Company 87,Sacramento,Sacramento,CA,(916) 534-4407,8082 Ocean Dr #336,Restaurant,CA_ABC_Raw,HIGH
NewEatery 88,Sacramento,Sacramento,CA,(916) 386-8245,7145 Main Ln,Restaurant,CA_ABC_Raw,HIGH
NewEatery Sacramento Inc 91,Sacramento,Sacramento,CA,(916) 974-8816,973 Main Way #947,Restaurant,CA_ABC_Raw,HIGH
NewGrill 53,Sacramento,Sacramento,CA,(916) 569-9558,5964 Sunset Ave #647,Restaurant,CA_ABC_Raw,HIGH
NewGrocery 65,Sacramento,Sacramento,CA,(916) 469-3173,7876 5th Blvd #144,Restaurant,CA_ABC_Raw,HIGH
NewKitchen Co 18,Sacramento,Sacramento,CA,(279) 483-4383,2540 Sunset Way,Restaurant,CA_ABC_Raw,HIGH
NewKitchen LLC 6,Sacramento,Sacramento,CA,(279) 992-5588,7659 Ocean Blvd #197,Restaurant,CA_ABC_Raw,HIGH
NewLiquor Store 63,Sacramento,Sacramento,CA,(916) 766-2610,3304 Pico Rd,Restaurant,CA_ABC_Raw,HIGH
NewLiquor Store Sacramento Company 34,Sacramento,Sacramento,CA,(916) 286-3636,,Restaurant,CA_SOS_Scraper_V3,HIGH
NewLounge Group 55,Sacramento,Sacramento,CA,(279) 865-3638,2107 Main Blvd #742,Restaurant,CA_ABC_Raw,HIGH
NewMini Mart Sacramento Heights 3,Sacramento,Sacramento,CA,(279) 471-4165,1162 Maple Dr,Restaurant,CA_ABC_Raw,HIGH
NewNightclub Sacramento 43,Sacramento,Sacramento,CA,(279) 507-5647,147 State Rd,Restaurant,CA_ABC_Raw,HIGH
NewNightclub Sacramento 52,Sacramento,Sacramento,CA,(279) 234-2214,,Restaurant,CA_SOS_Scraper_V3,HIGH
NewPub 21,Sacramento,Sacramento,CA,(916) 514-7438,9509 State Ln #616,Restaurant,CA_ABC_Raw,HIGH
NewPub 70,Sacramento,Sacramento,CA,(279) 556-2049,7591 Hollywood St,Restaurant,CA_ABC_Raw,HIGH
NewPub Sacramento 39,Sacramento,Sacramento,CA,(916) 877-7588,3598 Pico Ln #807,Restaurant,CA_ABC_Raw,HIGH
NewRestaurant Sacramento Hills 64,Sacramento,Sacramento,CA,(916) 712-9834,,Restaurant,CA_SOS_Scraper_V3,HIGH
NewSaloon 68,Sacramento,Sacramento,CA,(279) 969-3430,521 3rd Ct #297,Restaurant,CA_ABC_Raw,HIGH
NewSaloon Corp 54,Sacramento,Sacramento,CA,(916) 840-3542,2098 Lincoln Pl #786,Restaurant,CA_ABC_Raw,HIGH
NewSaloon Sacramento Valley 38,Sacramento,Sacramento,CA,(279) 741-7967,4166 Mission Dr,Restaurant,CA_ABC_Raw,HIGH
NewSpirits 48,Sacramento,Sacramento,CA,(916) 263-7408,2102 Maple Blvd,Restaurant,CA_ABC_Raw,HIGH
NewSports Bar Group 62,Sacramento,Sacramento,CA,(916) 714-8486,1214 3rd Pl,Restaurant,CA_ABC_Raw,HIGH
NewSports Bar Sacramento Corp 66,Sacramento,Sacramento,CA,(279) 431-3736,1431 Maple Pl #728,Restaurant,CA_ABC_Raw,HIGH
NewSteakhouse Company 84,Sacramento,Sacramento,CA,(279) 255-3462,,Restaurant,CA_SOS_Scraper_V3,HIGH
NewTavern 68,Sacramento,Sacramento,CA,(279) 419-2902,3889 6th St,Restaurant,CA_ABC_Raw,HIGH
NewTavern 74,Sacramento,Sacramento,CA,(916) 243-6022,1734 Oak Rd #440,Restaurant,CA_ABC_Raw,HIGH
NewTavern Sacramento 45,Sacramento,Sacramento,CA,(916) 891-7049,,Restaurant,CA_SOS_Scraper_V3,HIGH
NewWine Shop 32,Sacramento,Sacramento,CA,(916) 850-3448,8190 Franklin Ct,Restaurant,CA_ABC_Raw,HIGH
NewWine Shop Sacramento Valley LLC 27,Sacramento,Sacramento,CA,(279) 747-1242,2640 Wilshire Dr #426,Restaurant,CA_ABC_Raw,HIGH
Nightclub Corp,Sacramento,Sacramento,CA,(916) 880-9667,,Restaurant,CA_SOS_Scraper_V3,HIGH
Nightclub Group 50,Sacramento,Sacramento,CA,(916) 574-7063,6223 Washington Ln,Restaurant,CA_ABC_Raw,HIGH
Nightclub Sacramento,Sacramento,Sacramento,CA,(916) 495-3990,3226 Maple Rd,Restaurant,CA_ABC_Raw,HIGH
Nightclub Sacramento Company,Sacramento,Sacramento,CA,(279) 807-9103,5232 State Ct,Restaurant,CA_ABC_Raw,HIGH
Nightclub Sacramento Heights,Sacramento,Sacramento,CA,(916) 795-2368,5407 6th Ave,Restaurant,CA_ABC_Raw,HIGH
Nightclub Sacramento Inc,Sacramento,Sacramento,CA,(916) 705-2236,1807 Mission Rd,Restaurant,CA_ABC_Raw,HIGH
Nightclub Sacramento Inc 56,Sacramento,Sacramento,CA,(279) 726-4002,9308 Sunset St,Restaurant,CA_ABC_Raw,HIGH
Nightclub Sacramento Valley Company,Sacramento,Sacramento,CA,(279) 565-2222,170 Broadway Way #695,Restaurant,CA_ABC_Raw,HIGH
OldBar & Grill Sacramento 18,Sacramento,Sacramento,CA,(279) 948-2327,7993 Maple Dr #890,Restaurant,CA_ABC_Raw,HIGH
OldBistro Sacramento 96,Sacramento,Sacramento,CA,(279) 653-3902,1265 4th Pl,Restaurant,CA_ABC_Raw,HIGH
OldBottle Shop 91,Sacramento,Sacramento,CA,(916) 833-5817,5420 Hollywood Pl,Restaurant,CA_ABC_Raw,HIGH
OldBottle Shop Company 1,Sacramento,Sacramento,CA,(279) 210-1735,6739 Main Ln,Restaurant,CA_ABC_Raw,HIGH
OldBrasserie Sacramento Group 75,Sacramento,Sacramento,CA,(279) 322-8736,7205 Pico Dr #688,Restaurant,CA_ABC_Raw,HIGH
OldBrasserie Sacramento Heights Corp 54,Sacramento,Sacramento,CA,(279) 271-6596,1360 Mission Blvd,Restaurant,CA_ABC_Raw,HIGH
OldChophouse 16,Sacramento,Sacramento,CA,(916) 342-1670,3413 Maple Ct #910,Restaurant,CA_ABC_Raw,HIGH
OldChophouse Sacramento 1,Sacramento,Sacramento,CA,(279) 207-5882,,Restaurant,CA_SOS_Scraper_V3,HIGH
OldChophouse Sacramento 26,Sacramento,Sacramento,CA,(279) 696-1524,5056 Pico Ct #925,Restaurant,CA_ABC_Raw,HIGH
OldChophouse Sacramento Heights Company 14,Sacramento,Sacramento,CA,(916) 890-4359,3028 Hollywood Ave #664,Restaurant,CA_ABC_Raw,HIGH
OldChophouse Sacramento Heights Group 74,Sacramento,Sacramento,CA,(916) 365-4439,7218 Front Blvd #586,Restaurant,CA_ABC_Raw,HIGH
OldChophouse Sacramento Hills LLC 6,Sacramento,Sacramento,CA,(916) 461-3222,4889 5th Way,Restaurant,CA_ABC_Raw,HIGH
OldClub 23,Sacramento,Sacramento,CA,(279) 809-7085,8394 Sunset Way,Restaurant,CA_ABC_Raw,HIGH
OldClub Sacramento Company 67,Sacramento,Sacramento,CA,(279) 468-2249,,Restaurant,CA_SOS_Scraper_V3,HIGH
OldConvenience Store 13,Sacramento,Sacramento,CA,(916) 591-4121,8515 Jefferson Rd,Restaurant,CA_ABC_Raw,HIGH
OldConvenience Store 9,Sacramento,Sacramento,CA,(916) 719-7087,9836 Maple Dr,Restaurant,CA_ABC_Raw,HIGH
OldCorner Corp 22,Sacramento,Sacramento,CA,(279) 441-7539,8923 Main Way,Restaurant,CA_ABC_Raw,HIGH
OldCorner Store Sacramento Inc 45,Sacramento,Sacramento,CA,(916) 804-9624,2368 Jefferson Ln #856,Restaurant,CA_ABC_Raw,HIGH
OldDiner Sacramento Group 33,Sacramento,Sacramento,CA,(916) 540-3872,,Restaurant,CA_SOS_Scraper_V3,HIGH
OldDive Bar Sacramento 21,Sacramento,Sacramento,CA,(279) 756-5754,2463 6th Blvd,Restaurant,CA_ABC_Raw,HIGH
OldDive Bar Sacramento Co 34,Sacramento,Sacramento,CA,(279) 303-9576,827 Franklin Ln,Restaurant,CA_ABC_Raw,HIGH
OldDive Bar Sacramento Heights Corp 40,Sacramento,Sacramento,CA,(916) 955-8310,,Restaurant,CA_SOS_Scraper_V3,HIGH
OldEatery 46,Sacramento,Sacramento,CA,(279) 463-4013,1883 2nd Ln #727,Restaurant,CA_ABC_Raw,HIGH
OldEatery Sacramento 85,Sacramento,Sacramento,CA,(279) 479-2980,2146 Franklin Dr,Restaurant,CA_ABC_Raw,HIGH
OldEatery Sacramento Heights 22,Sacramento,Sacramento,CA,(279) 305-1541,6814 Oak Ave #196,Restaurant,CA_ABC_Raw,HIGH
OldEatery Sacramento Valley 30,Sacramento,Sacramento,CA,(279) 326-9943,7197 Broadway Way,Restaurant,CA_ABC_Raw,HIGH
OldFine Wines Sacramento 30,Sacramento,Sacramento,CA,(279) 869-6112,1109 Mission Ct #860,Restaurant,CA_ABC_Raw,HIGH
OldGrill Sacramento Hills Co 33,Sacramento,Sacramento,CA,(279) 326-4166,9529 Madison Ln,Restaurant,CA_ABC_Raw,HIGH
OldGrocery 43,Sacramento,Sacramento,CA,(916) 869-8636,4169 5th Dr,Restaurant,CA_ABC_Raw,HIGH
OldGrocery Inc 11,Sacramento,Sacramento,CA,(916) 500-4499,3739 5th Dr,Restaurant,CA_ABC_Raw,HIGH
OldHouse 66,Sacramento,Sacramento,CA,(279) 274-3266,1948 4th Ave #621,Restaurant,CA_ABC_Raw,HIGH
OldHouse 75,Sacramento,Sacramento,CA,(916) 512-3804,3324 Franklin Ct,Restaurant,CA_ABC_Raw,HIGH
OldKitchen Corp 65,Sacramento,Sacramento,CA,(279) 507-4731,4301 2nd Ave,Restaurant,CA_ABC_Raw,HIGH
OldLounge 28,Sacramento,Sacramento,CA,(916) 365-1498,8211 2nd Ln,Restaurant,CA_ABC_Raw,HIGH
OldLounge 30,Sacramento,Sacramento,CA,(279) 726-7913,132 Lincoln Ln,Restaurant,CA_ABC_Raw,HIGH
OldLounge Sacramento 86,Sacramento,Sacramento,CA,(279) 652-1317,,Restaurant,CA_SOS_Scraper_V3,HIGH
OldPlace Company 55,Sacramento,Sacramento,CA,(916) 516-5278,480 3rd Rd,Restaurant,CA_ABC_Raw,HIGH
OldPlace Group 54,Sacramento,Sacramento,CA,(279) 238-1151,2980 Broadway Way #290,Restaurant,CA_ABC_Raw,HIGH
OldPub 7,Sacramento,Sacramento,CA,(279) 832-8740,2498 State Rd #623,Restaurant,CA_ABC_Raw,HIGH
OldPub Company 50,Sacramento,Sacramento,CA,(279) 715-3514,4181 Hollywood Blvd #147,Restaurant,CA_ABC_Raw,HIGH
OldPub Sacramento 14,Sacramento,Sacramento,CA,(916) 697-9884,786 Hollywood Blvd,Restaurant,CA_ABC_Raw,HIGH
OldPub Sacramento 48,Sacramento,Sacramento,CA,(279) 689-5560,1390 Oak St,Restaurant,CA_ABC_Raw,HIGH
OldPub Sacramento LLC 60,Sacramento,Sacramento,CA,(916) 859-8157,1700 Broadway Pl,Restaurant,CA_ABC_Raw,HIGH
OldPub Sacramento Valley Co 81,Sacramento,Sacramento,CA,(916) 335-5747,6892 Lincoln Ln,Restaurant,CA_ABC_Raw,HIGH
OldRestaurant Sacramento 76,Sacramento,Sacramento,CA,(916) 544-1534,7773 1st Ln,Restaurant,CA_ABC_Raw,HIGH
OldSports Bar Inc 98,Sacramento,Sacramento,CA,(916) 300-6278,7895 Pico Ave,Restaurant,CA_ABC_Raw,HIGH
OldSpot Group 50,Sacramento,Sacramento,CA,(916) 970-5537,2251 Wilshire Ct,Restaurant,CA_ABC_Raw,HIGH
OldSpot Inc 55,Sacramento,Sacramento,CA,(279) 600-7735,,Restaurant,CA_SOS_Scraper_V3,HIGH
OldSteakhouse Inc 33,Sacramento,Sacramento,CA,(916) 505-6718,,Restaurant,CA_SOS_Scraper_V3,HIGH
OldTap Room 46,Sacramento,Sacramento,CA,(279) 619-4239,9472 7th Ave,Restaurant,CA_ABC_Raw,HIGH
OldTavern Company 15,Sacramento,Sacramento,CA,(916) 304-5034,3646 7th Pl,Restaurant,CA_ABC_Raw,HIGH
OldTavern Sacramento Co 23,Sacramento,Sacramento,CA,(916) 260-8136,6050 Market Ct #183,Restaurant,CA_ABC_Raw,HIGH
OldWine & Spirits 100,Sacramento,Sacramento,CA,(279) 612-3677,9676 Wilshire Dr,Restaurant,CA_ABC_Raw,HIGH
OldWine & Spirits 33,Sacramento,Sacramento,CA,(916) 669-1781,260 2nd St,Restaurant,CA_ABC_Raw,HIGH
OldWine & Spirits LLC 62,Sacramento,Sacramento,CA,(279) 978-4026,352 6th Blvd,Restaurant,CA_ABC_Raw,HIGH
OldWine & Spirits Sacramento LLC 95,Sacramento,Sacramento,CA,(916) 461-4352,,Restaurant,CA_SOS_Scraper_V3,HIGH
OldWine Shop 40,Sacramento,Sacramento,CA,(916) 734-9145,4118 Oak Pl,Restaurant,CA_ABC_Raw,HIGH
OldWine Shop Co 45,Sacramento,Sacramento,CA,(279) 581-6024,4473 Hollywood Pl,Restaurant,CA_ABC_Raw,HIGH
Package Store,Sacramento,Sacramento,CA,(279) 935-1267,5375 Oak Way #904,Restaurant,CA_ABC_Raw,HIGH
Package Store LLC,Sacramento,Sacramento,CA,(279) 815-1220,1103 3rd Pl,Restaurant,CA_ABC_Raw,HIGH
Package Store Sacramento,Sacramento,Sacramento,CA,(916) 292-5208,1935 3rd Way,Restaurant,CA_ABC_Raw,HIGH
Party Services Sacramento Inc,Sacramento,Sacramento,CA,(279) 528-4583,2334 7th Dr,Restaurant,CA_ABC_Raw,HIGH
Place,Sacramento,Sacramento,CA,(916) 495-9881,,Restaurant,CA_SOS_Scraper_V3,HIGH
Place Co,Sacramento,Sacramento,CA,(916) 984-5578,,Restaurant,CA_SOS_Scraper_V3,HIGH
Place Group,Sacramento,Sacramento,CA,(279) 428-6134,3390 Main Blvd,Restaurant,CA_ABC_Raw,HIGH
Place Inc,Sacramento,Sacramento,CA,(279) 987-3866,1635 Main Ln,Restaurant,CA_ABC_Raw,HIGH
Place Sacramento,Sacramento,Sacramento,CA,(916) 205-2549,9145 Wilshire Dr #885,Restaurant,CA_ABC_Raw,HIGH
Place Sacramento 70,Sacramento,Sacramento,CA,(916) 914-2220,1893 Maple Ave,Restaurant,CA_ABC_Raw,HIGH
Place Sacramento Co,Sacramento,Sacramento,CA,(279) 280-5186,1914 Mission Dr,Restaurant,CA_ABC_Raw,HIGH
Place Sacramento Company 53,Sacramento,Sacramento,CA,(279) 922-9962,8759 Hollywood St,Restaurant,CA_ABC_Raw,HIGH
Place Sacramento Hills,Sacramento,Sacramento,CA,(279) 610-4466,1849 Hollywood Ave,Restaurant,CA_ABC_Raw,HIGH
Place Sacramento Hills LLC,Sacramento,Sacramento,CA,(916) 811-9974,9204 Franklin Pl,Restaurant,CA_ABC_Raw,HIGH
Place Sacramento LLC,Sacramento,Sacramento,CA,(279) 956-4894,111 Wilshire Dr #526,Restaurant,CA_ABC_Raw,HIGH
Pub,Sacramento,Sacramento,CA,(279) 769-4617,,Restaurant,CA_SOS_Scraper_V3,HIGH
Pub 74,Sacramento,Sacramento,CA,(916) 595-5256,4984 Market Ln,Restaurant,CA_ABC_Raw,HIGH
Pub Co,Sacramento,Sacramento,CA,(916) 505-6938,,Restaurant,CA_SOS_Scraper_V3,HIGH
Pub Company,Sacramento,Sacramento,CA,(279) 574-1360,215 Front Ln #242,Restaurant,CA_ABC_Raw,HIGH
Pub Company 22,Sacramento,Sacramento,CA,(279) 825-4696,4689 5th Pl #236,Restaurant,CA_ABC_Raw,HIGH
Pub Corp,Sacramento,Sacramento,CA,(279) 644-4764,,Restaurant,CA_SOS_Scraper_V3,HIGH
Pub Sacramento,Sacramento,Sacramento,CA,(916) 938-9892,6203 Lincoln Way,Restaurant,CA_ABC_Raw,HIGH
Pub Sacramento 82,Sacramento,Sacramento,CA,(279) 763-3783,1504 6th Ave #502,Restaurant,CA_ABC_Raw,HIGH
Pub Sacramento Company,Sacramento,Sacramento,CA,(916) 355-4794,4652 Ocean Dr,Restaurant,CA_ABC_Raw,HIGH
Pub Sacramento Group,Sacramento,Sacramento,CA,(279) 245-4761,4833 3rd Ct,Restaurant,CA_ABC_Raw,HIGH
Pub Sacramento Heights,Sacramento,Sacramento,CA,(279) 255-5053,2935 2nd Ln,Restaurant,CA_ABC_Raw,HIGH
Pub Sacramento Heights Corp,Sacramento,Sacramento,CA,(279) 871-9348,1206 Lincoln Ln,Restaurant,CA_ABC_Raw,HIGH
Pub Sacramento Heights Inc,Sacramento,Sacramento,CA,(279) 487-1718,7222 Sunset Ln #656,Restaurant,CA_ABC_Raw,HIGH
Pub Sacramento Heights LLC,Sacramento,Sacramento,CA,(916) 310-2293,7567 4th Blvd,Restaurant,CA_ABC_Raw,HIGH
Pub Sacramento Hills,Sacramento,Sacramento,CA,(916) 276-2466,3840 Broadway St,Restaurant,CA_ABC_Raw,HIGH
Pub Sacramento Inc,Sacramento,Sacramento,CA,(916) 981-7709,4087 1st Ln #182,Restaurant,CA_ABC_Raw,HIGH
Pub Sacramento LLC,Sacramento,Sacramento,CA,(279) 350-7523,,Restaurant,CA_SOS_Scraper_V3,HIGH
Restaurant,Sacramento,Sacramento,CA,(279) 854-2213,193 Lincoln St #926,Restaurant,CA_ABC_Raw,HIGH
Restaurant Co,Sacramento,Sacramento,CA,(279) 487-3045,7163 State Pl #400,Restaurant,CA_ABC_Raw,HIGH
Restaurant Company,Sacramento,Sacramento,CA,(916) 942-2814,6392 Wilshire Rd,Restaurant,CA_ABC_Raw,HIGH
Restaurant Group,Sacramento,Sacramento,CA,(279) 667-6049,,Restaurant,CA_SOS_Scraper_V3,HIGH
Restaurant Inc,Sacramento,Sacramento,CA,(916) 526-9632,4926 Pico Way,Restaurant,CA_ABC_Raw,HIGH
Restaurant Sacramento,Sacramento,Sacramento,CA,(916) 867-9031,7008 Hollywood Ct #203,Restaurant,CA_ABC_Raw,HIGH
Restaurant Sacramento 58,Sacramento,Sacramento,CA,(916) 261-2948,6214 Market Way,Restaurant,CA_ABC_Raw,HIGH
Restaurant Sacramento 63,Sacramento,Sacramento,CA,(279) 376-4139,5698 5th Pl #940,Restaurant,CA_ABC_Raw,HIGH
