Business Name,City,County,State,Phone,Address,Business Type,Source,Chain Status
Lounge Inc,Elk Grove,Sacramento,CA,(916) 633-2259,5552 2nd Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
Lounge Sacramento,Elk Grove,Sacramento,CA,(916) 310-4192,347 Front Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Lounge Sacramento 28,Elk Grove,Sacramento,CA,(279) 450-4251,5968 5th Ln #562,Restaurant,CA_ABC_Raw,INDEPENDENT
Lounge Sacramento 85,Elk Grove,Sacramento,CA,(279) 513-4133,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Lounge Sacramento Group 39,Elk Grove,Sacramento,CA,(279) 792-7059,9735 Front Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Lounge Sacramento Inc,Elk Grove,Sacramento,CA,(279) 350-7865,1169 4th Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
Market Corp,Elk Grove,Sacramento,CA,(916) 557-9515,4005 Madison Pl #409,Restaurant,CA_ABC_Raw,INDEPENDENT
Mini Mart,Elk Grove,Sacramento,CA,(279) 953-6608,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Mini Mart Company,Elk Grove,Sacramento,CA,(279) 818-1025,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Mini Mart Elk Grove,Elk Grove,Sacramento,CA,(916) 511-9427,8364 3rd Way,Restaurant,CA_ABC_Raw,INDEPENDENT
Mini Mart Elk Grove Heights Company,Elk Grove,Sacramento,CA,(916) 797-5423,8695 2nd Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
Mini Mart Elk Grove Heights LLC,Elk Grove,Sacramento,CA,(916) 314-7059,2590 2nd Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Mini Mart Elk Grove Valley,Elk Grove,Sacramento,CA,(916) 921-9807,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Mini Mart Sacramento 68,Elk Grove,Sacramento,CA,(916) 515-6971,8057 Maple St,Restaurant,CA_ABC_Raw,INDEPENDENT
Mini Mart Sacramento Corp,Elk Grove,Sacramento,CA,(279) 917-8236,8994 1st Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Mountain Mikes Pizza - Elk Grove,Elk Grove,Sacramento,CA,,,Pizza Restaurant,Mountain Mikes Franchise,INDEPENDENT
NewBanquets Corp 60,Elk Grove,Sacramento,CA,(916) 682-1727,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
NewBanquets Elk Grove 43,Elk Grove,Sacramento,CA,(279) 427-1878,3589 Madison Ln #638,Restaurant,CA_ABC_Raw,INDEPENDENT
NewBar & Grill 98,Elk Grove,Sacramento,CA,(916) 816-3594,5964 Madison St,Restaurant,CA_ABC_Raw,INDEPENDENT
NewBar Co 76,Elk Grove,Sacramento,CA,(916) 420-5128,1182 Madison Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
NewBar Elk Grove 98,Elk Grove,Sacramento,CA,(916) 734-7766,4079 Pico Way #764,Restaurant,CA_ABC_Raw,INDEPENDENT
NewBeverage Store Elk Grove Corp 90,Elk Grove,Sacramento,CA,(279) 483-4731,3907 Maple Pl #565,Restaurant,CA_ABC_Raw,INDEPENDENT
NewBottle Shop 94,Elk Grove,Sacramento,CA,(279) 743-1922,3270 Sunset Way,Restaurant,CA_ABC_Raw,INDEPENDENT
NewBottle Shop Co 53,Elk Grove,Sacramento,CA,(916) 992-4818,569 6th Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
NewBrasserie Elk Grove Group 34,Elk Grove,Sacramento,CA,(916) 541-6950,8044 Madison Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
NewBrasserie Sacramento Inc 11,Elk Grove,Sacramento,CA,(916) 779-1426,2579 3rd Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
NewCafe Elk Grove Valley 94,Elk Grove,Sacramento,CA,(916) 459-6380,9517 Front Way,Restaurant,CA_ABC_Raw,INDEPENDENT
NewCafe Sacramento 56,Elk Grove,Sacramento,CA,(279) 519-5592,8435 7th St,Restaurant,CA_ABC_Raw,INDEPENDENT
NewChophouse Inc 66,Elk Grove,Sacramento,CA,(916) 939-8120,3791 Broadway Way,Restaurant,CA_ABC_Raw,INDEPENDENT
NewClub Elk Grove Hills Corp 22,Elk Grove,Sacramento,CA,(279) 599-7913,6661 Main Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
NewConvenience Store Elk Grove LLC 9,Elk Grove,Sacramento,CA,(279) 302-5095,8253 Lincoln Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
NewCorner Sacramento 36,Elk Grove,Sacramento,CA,(916) 732-6776,9121 Franklin Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
NewCorner Sacramento Company 93,Elk Grove,Sacramento,CA,(279) 823-6101,1935 Broadway Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
NewDiner Elk Grove Co 23,Elk Grove,Sacramento,CA,(279) 836-6132,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
NewDiner Group 53,Elk Grove,Sacramento,CA,(916) 314-2185,1172 Hollywood Blvd #326,Restaurant,CA_ABC_Raw,INDEPENDENT
NewDiscount Liquor 77,Elk Grove,Sacramento,CA,(916) 778-1905,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
NewEatery Elk Grove 28,Elk Grove,Sacramento,CA,(916) 698-3543,1040 Sunset Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
NewEatery Inc 35,Elk Grove,Sacramento,CA,(916) 620-5582,494 6th Way #965,Restaurant,CA_ABC_Raw,INDEPENDENT
NewGrill Elk Grove Co 40,Elk Grove,Sacramento,CA,(279) 579-5038,4274 Wilshire Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
NewGrocery 57,Elk Grove,Sacramento,CA,(916) 943-5605,5765 Madison St,Restaurant,CA_ABC_Raw,INDEPENDENT
NewGrocery 75,Elk Grove,Sacramento,CA,(279) 509-9559,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
NewGrocery Sacramento 97,Elk Grove,Sacramento,CA,(916) 357-1907,7247 Franklin Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
NewHouse Company 19,Elk Grove,Sacramento,CA,(916) 416-7661,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
NewHouse Elk Grove Company 58,Elk Grove,Sacramento,CA,(279) 425-7434,694 Mission Way,Restaurant,CA_ABC_Raw,INDEPENDENT
NewHouse Sacramento 42,Elk Grove,Sacramento,CA,(916) 604-7388,1179 7th Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
NewHouse Sacramento 98,Elk Grove,Sacramento,CA,(279) 351-2531,1107 Washington Way,Restaurant,CA_ABC_Raw,INDEPENDENT
NewLiquor Store 12,Elk Grove,Sacramento,CA,(916) 262-6767,6107 Pico Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
NewLiquor Store Elk Grove Valley Company 50,Elk Grove,Sacramento,CA,(916) 218-2235,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
NewLounge 45,Elk Grove,Sacramento,CA,(916) 753-3879,1092 Front Way,Restaurant,CA_ABC_Raw,INDEPENDENT
NewLounge 66,Elk Grove,Sacramento,CA,(279) 798-3252,5576 Madison Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
NewLounge Elk Grove 24,Elk Grove,Sacramento,CA,(279) 964-2800,372 Broadway Blvd #543,Restaurant,CA_ABC_Raw,INDEPENDENT
NewLounge Elk Grove Valley Group 94,Elk Grove,Sacramento,CA,(916) 398-1583,1104 1st Pl #287,Restaurant,CA_ABC_Raw,INDEPENDENT
NewNightclub 8,Elk Grove,Sacramento,CA,(279) 748-3479,3519 1st Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
NewPlace Elk Grove 27,Elk Grove,Sacramento,CA,(279) 258-4555,6494 Wilshire Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
NewPlace LLC 1,Elk Grove,Sacramento,CA,(916) 514-3980,7326 Front Way,Restaurant,CA_ABC_Raw,INDEPENDENT
NewPlace Sacramento Inc 17,Elk Grove,Sacramento,CA,(279) 487-6735,1668 7th St,Restaurant,CA_ABC_Raw,INDEPENDENT
NewPub Elk Grove 75,Elk Grove,Sacramento,CA,(279) 982-6954,549 Madison St #325,Restaurant,CA_ABC_Raw,INDEPENDENT
NewRestaurant 74,Elk Grove,Sacramento,CA,(279) 844-5615,6359 6th Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
NewRestaurant Co 57,Elk Grove,Sacramento,CA,(279) 807-8284,130 State St,Restaurant,CA_ABC_Raw,INDEPENDENT
NewSaloon Elk Grove Heights LLC 44,Elk Grove,Sacramento,CA,(916) 629-2498,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
NewSports Bar 3,Elk Grove,Sacramento,CA,(279) 267-8587,2394 2nd Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
NewSports Bar 68,Elk Grove,Sacramento,CA,(916) 974-6527,2125 Lincoln St #622,Restaurant,CA_ABC_Raw,INDEPENDENT
NewSports Bar Elk Grove 75,Elk Grove,Sacramento,CA,(916) 637-4374,6239 Jefferson Pl #540,Restaurant,CA_ABC_Raw,INDEPENDENT
NewTavern 64,Elk Grove,Sacramento,CA,(279) 651-2478,2945 6th Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
NewTavern 87,Elk Grove,Sacramento,CA,(916) 717-1104,3056 6th Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
NewTavern Elk Grove Inc 19,Elk Grove,Sacramento,CA,(916) 581-3530,2767 Pico Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
NewTavern Sacramento 56,Elk Grove,Sacramento,CA,(279) 462-8121,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
NewTavern Sacramento 97,Elk Grove,Sacramento,CA,(916) 279-4633,8691 State Ln #400,Restaurant,CA_ABC_Raw,INDEPENDENT
NewWine & Spirits 31,Elk Grove,Sacramento,CA,(916) 767-4302,4190 Maple St #583,Restaurant,CA_ABC_Raw,INDEPENDENT
NewWine & Spirits Co 84,Elk Grove,Sacramento,CA,(279) 498-9979,6492 6th St,Restaurant,CA_ABC_Raw,INDEPENDENT
NewWine & Spirits Elk Grove 21,Elk Grove,Sacramento,CA,(916) 786-2809,7776 Main Rd #700,Restaurant,CA_ABC_Raw,INDEPENDENT
NewWine & Spirits Elk Grove 89,Elk Grove,Sacramento,CA,(916) 280-5309,9178 Washington Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
Nightclub,Elk Grove,Sacramento,CA,(916) 282-1883,2057 Jefferson St,Restaurant,CA_ABC_Raw,INDEPENDENT
Nightclub Co,Elk Grove,Sacramento,CA,(279) 921-6481,5363 6th Ave #865,Restaurant,CA_ABC_Raw,INDEPENDENT
Nightclub Company,Elk Grove,Sacramento,CA,(279) 353-3411,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Nightclub Company 24,Elk Grove,Sacramento,CA,(279) 419-4893,1002 4th Way #677,Restaurant,CA_ABC_Raw,INDEPENDENT
Nightclub Corp,Elk Grove,Sacramento,CA,(279) 982-3092,4287 5th Ave #951,Restaurant,CA_ABC_Raw,INDEPENDENT
Nightclub Elk Grove Group,Elk Grove,Sacramento,CA,(916) 915-5648,3333 5th Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
Nightclub LLC,Elk Grove,Sacramento,CA,(916) 661-3654,3028 Madison Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
Nightclub Sacramento 10,Elk Grove,Sacramento,CA,(916) 247-5855,1263 Lincoln Way #522,Restaurant,CA_ABC_Raw,INDEPENDENT
OldBar 70,Elk Grove,Sacramento,CA,(279) 935-5788,2519 Franklin St,Restaurant,CA_ABC_Raw,INDEPENDENT
OldBar Corp 15,Elk Grove,Sacramento,CA,(916) 947-1117,2560 Mission Ct #524,Restaurant,CA_ABC_Raw,INDEPENDENT
OldBar Elk Grove 90,Elk Grove,Sacramento,CA,(916) 338-7275,1733 Wilshire Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
OldBar Sacramento 96,Elk Grove,Sacramento,CA,(916) 985-4155,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
OldBeverage Store Group 94,Elk Grove,Sacramento,CA,(916) 882-3825,6733 Maple St #799,Restaurant,CA_ABC_Raw,INDEPENDENT
OldBeverage Store Sacramento Corp 32,Elk Grove,Sacramento,CA,(279) 906-2804,5082 Jefferson Pl #127,Restaurant,CA_ABC_Raw,INDEPENDENT
OldBistro Elk Grove LLC 45,Elk Grove,Sacramento,CA,(279) 522-3550,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
OldBrasserie Corp 32,Elk Grove,Sacramento,CA,(279) 586-5215,6269 6th Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
OldBrasserie Elk Grove Co 30,Elk Grove,Sacramento,CA,(916) 577-1946,1590 2nd Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
OldBrewery Elk Grove 38,Elk Grove,Sacramento,CA,(279) 544-7060,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
OldBrewery Sacramento Company 8,Elk Grove,Sacramento,CA,(279) 485-5800,5379 2nd Dr #474,Restaurant,CA_ABC_Raw,INDEPENDENT
OldCafe Elk Grove 79,Elk Grove,Sacramento,CA,(279) 563-9768,5288 State Way,Restaurant,CA_ABC_Raw,INDEPENDENT
OldClub Elk Grove 89,Elk Grove,Sacramento,CA,(916) 405-6319,3616 Main Dr #535,Restaurant,CA_ABC_Raw,INDEPENDENT
OldClub Sacramento 49,Elk Grove,Sacramento,CA,(279) 494-1823,860 Maple St,Restaurant,CA_ABC_Raw,INDEPENDENT
OldClub Sacramento Corp 50,Elk Grove,Sacramento,CA,(279) 854-1710,174 Main Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
OldConvenience Store Elk Grove 28,Elk Grove,Sacramento,CA,(916) 560-7761,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
OldCorner Co 92,Elk Grove,Sacramento,CA,(279) 791-3679,504 Franklin Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
OldCorner Elk Grove 12,Elk Grove,Sacramento,CA,(916) 542-5191,2151 Pico Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
OldDiner 44,Elk Grove,Sacramento,CA,(279) 903-4767,9783 3rd Ave #470,Restaurant,CA_ABC_Raw,INDEPENDENT
OldDiner 97,Elk Grove,Sacramento,CA,(916) 551-4453,2039 5th Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
OldDiner Co 59,Elk Grove,Sacramento,CA,(279) 601-7760,7153 Mission Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
OldDive Bar 2,Elk Grove,Sacramento,CA,(279) 522-9607,9643 Franklin Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
OldDive Bar Inc 23,Elk Grove,Sacramento,CA,(279) 859-5478,6570 Jefferson Way,Restaurant,CA_ABC_Raw,INDEPENDENT
OldDive Bar Sacramento LLC 93,Elk Grove,Sacramento,CA,(916) 936-5401,7986 Main Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
OldEatery LLC 100,Elk Grove,Sacramento,CA,(279) 521-2932,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
OldEvent Planning Company 10,Elk Grove,Sacramento,CA,(916) 984-4028,8112 Mission St,Restaurant,CA_ABC_Raw,INDEPENDENT
OldEvents & Catering Sacramento 7,Elk Grove,Sacramento,CA,(916) 645-9451,1136 Pico Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
OldGrill LLC 94,Elk Grove,Sacramento,CA,(279) 481-8636,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
OldGrill Sacramento 34,Elk Grove,Sacramento,CA,(279) 806-5055,5463 5th Pl #317,Restaurant,CA_ABC_Raw,INDEPENDENT
OldGrocery Elk Grove LLC 5,Elk Grove,Sacramento,CA,(916) 804-9962,5512 Ocean Dr #623,Restaurant,CA_ABC_Raw,INDEPENDENT
OldGrocery LLC 3,Elk Grove,Sacramento,CA,(279) 684-4379,6986 Jefferson Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
OldHouse 30,Elk Grove,Sacramento,CA,(279) 852-7699,6252 Franklin Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
OldHouse LLC 70,Elk Grove,Sacramento,CA,(916) 900-6371,9481 Mission Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
OldHouse Sacramento LLC 92,Elk Grove,Sacramento,CA,(279) 408-5884,6334 4th Pl #711,Restaurant,CA_ABC_Raw,INDEPENDENT
OldLiquor Store 75,Elk Grove,Sacramento,CA,(279) 684-7688,1788 Oak Way,Restaurant,CA_ABC_Raw,INDEPENDENT
OldLiquor Store Sacramento 93,Elk Grove,Sacramento,CA,(916) 207-8822,3014 Front Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
OldLounge 90,Elk Grove,Sacramento,CA,(916) 823-1544,5162 Pico Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
OldLounge Elk Grove Inc 3,Elk Grove,Sacramento,CA,(916) 340-2876,4872 4th Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
OldMarket Elk Grove Valley Co 88,Elk Grove,Sacramento,CA,(916) 506-3325,2844 Franklin Way,Restaurant,CA_ABC_Raw,INDEPENDENT
OldPackage Store 97,Elk Grove,Sacramento,CA,(279) 373-2681,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
OldParty Services LLC 84,Elk Grove,Sacramento,CA,(916) 964-8040,6444 Mission Way #545,Restaurant,CA_ABC_Raw,INDEPENDENT
OldPlace Sacramento 3,Elk Grove,Sacramento,CA,(279) 552-7185,8998 Main Ct #687,Restaurant,CA_ABC_Raw,INDEPENDENT
OldPlace Sacramento LLC 14,Elk Grove,Sacramento,CA,(279) 572-3289,799 Pico Ave #855,Restaurant,CA_ABC_Raw,INDEPENDENT
OldPub Sacramento Co 46,Elk Grove,Sacramento,CA,(279) 322-2370,6782 Sunset Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
OldRestaurant Sacramento Co 33,Elk Grove,Sacramento,CA,(279) 528-4492,443 Market Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
OldSaloon Elk Grove Group 44,Elk Grove,Sacramento,CA,(916) 350-9806,3181 Oak Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
OldSaloon Elk Grove Heights 91,Elk Grove,Sacramento,CA,(279) 738-5267,5886 1st Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
OldSaloon Sacramento 33,Elk Grove,Sacramento,CA,(916) 737-4837,8843 3rd Pl #176,Restaurant,CA_ABC_Raw,INDEPENDENT
OldSports Bar LLC 98,Elk Grove,Sacramento,CA,(279) 762-6650,1180 3rd Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
OldSpot Elk Grove 6,Elk Grove,Sacramento,CA,(916) 646-5014,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
OldSpot Elk Grove Valley Corp 42,Elk Grove,Sacramento,CA,(279) 371-8447,5468 Franklin St,Restaurant,CA_ABC_Raw,INDEPENDENT
OldSpot Sacramento Company 15,Elk Grove,Sacramento,CA,(916) 377-7846,140 Front Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
OldSteakhouse 66,Elk Grove,Sacramento,CA,(279) 478-3910,2571 Market Blvd #276,Restaurant,CA_ABC_Raw,INDEPENDENT
OldSteakhouse Company 41,Elk Grove,Sacramento,CA,(279) 383-4961,7360 Ocean Pl #991,Restaurant,CA_ABC_Raw,INDEPENDENT
OldSteakhouse Group 1,Elk Grove,Sacramento,CA,(279) 428-2941,7914 1st Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
OldTap Room 35,Elk Grove,Sacramento,CA,(279) 559-5343,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
OldTavern 35,Elk Grove,Sacramento,CA,(916) 723-4420,4598 Market Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
OldWine Shop Sacramento Co 36,Elk Grove,Sacramento,CA,(279) 970-5820,1419 State Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Package Store,Elk Grove,Sacramento,CA,(279) 872-3157,9512 Mission Way #327,Restaurant,CA_ABC_Raw,INDEPENDENT
Package Store 79,Elk Grove,Sacramento,CA,(279) 742-3792,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Package Store Company,Elk Grove,Sacramento,CA,(279) 348-8287,6633 Oak Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
Package Store Corp,Elk Grove,Sacramento,CA,(916) 684-4239,6292 Franklin Dr #897,Restaurant,CA_ABC_Raw,INDEPENDENT
Package Store Elk Grove,Elk Grove,Sacramento,CA,(916) 250-7421,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Package Store Elk Grove LLC,Elk Grove,Sacramento,CA,(279) 930-4086,606 Wilshire Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
Package Store Group,Elk Grove,Sacramento,CA,(916) 279-3762,2098 Ocean Rd #837,Restaurant,CA_ABC_Raw,INDEPENDENT
Package Store Inc,Elk Grove,Sacramento,CA,(916) 541-1650,2149 Washington Ct #732,Restaurant,CA_ABC_Raw,INDEPENDENT
Package Store Sacramento LLC,Elk Grove,Sacramento,CA,(916) 547-7578,7582 Maple Way #148,Restaurant,CA_ABC_Raw,INDEPENDENT
Party Services,Elk Grove,Sacramento,CA,(279) 275-2049,8842 2nd Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
Party Services Elk Grove Hills Company,Elk Grove,Sacramento,CA,(279) 755-5404,4481 3rd Way,Restaurant,CA_ABC_Raw,INDEPENDENT
Place,Elk Grove,Sacramento,CA,(279) 221-6213,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Place Co,Elk Grove,Sacramento,CA,(279) 925-6804,4685 Market Way,Restaurant,CA_ABC_Raw,INDEPENDENT
Place Corp,Elk Grove,Sacramento,CA,(916) 960-7378,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Place Elk Grove,Elk Grove,Sacramento,CA,(279) 791-4105,1477 Pico Ct #810,Restaurant,CA_ABC_Raw,INDEPENDENT
Place Elk Grove Co,Elk Grove,Sacramento,CA,(916) 905-7209,3029 State Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
Place Elk Grove Company,Elk Grove,Sacramento,CA,(279) 553-2757,5142 Sunset St,Restaurant,CA_ABC_Raw,INDEPENDENT
Place Elk Grove Heights Co,Elk Grove,Sacramento,CA,(279) 524-4326,3643 Jefferson Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
Place Elk Grove Inc,Elk Grove,Sacramento,CA,(279) 926-3970,755 Main Ln #770,Restaurant,CA_ABC_Raw,INDEPENDENT
Place Sacramento,Elk Grove,Sacramento,CA,(916) 262-1781,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Place Sacramento Group,Elk Grove,Sacramento,CA,(279) 329-1650,3848 Oak Way,Restaurant,CA_ABC_Raw,INDEPENDENT
Pub,Elk Grove,Sacramento,CA,(279) 352-2002,644 5th Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
Pub Elk Grove,Elk Grove,Sacramento,CA,(916) 908-7780,102 Oak Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Pub Elk Grove 45,Elk Grove,Sacramento,CA,(916) 810-6266,6086 Madison Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Pub Elk Grove Group,Elk Grove,Sacramento,CA,(279) 803-5979,9657 Wilshire Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
Pub Elk Grove Heights,Elk Grove,Sacramento,CA,(916) 305-6518,5345 Pico Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
Pub Sacramento,Elk Grove,Sacramento,CA,(916) 213-7654,8753 4th Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Pub Sacramento Co,Elk Grove,Sacramento,CA,(279) 287-3117,5176 Broadway Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
Pub Sacramento LLC,Elk Grove,Sacramento,CA,(916) 564-1073,2886 Jefferson Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Restaurant,Elk Grove,Sacramento,CA,(279) 880-9531,879 Madison Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
Restaurant Elk Grove,Elk Grove,Sacramento,CA,(279) 368-2131,4245 Franklin Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
Restaurant Inc,Elk Grove,Sacramento,CA,(279) 469-1422,8151 Jefferson Ave #431,Restaurant,CA_ABC_Raw,INDEPENDENT
Restaurant Sacramento Company,Elk Grove,Sacramento,CA,(279) 941-5970,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Saloon,Elk Grove,Sacramento,CA,(279) 396-9068,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Saloon Co,Elk Grove,Sacramento,CA,(916) 394-7581,4637 Market Ave #560,Restaurant,CA_ABC_Raw,INDEPENDENT
Saloon Co 38,Elk Grove,Sacramento,CA,(279) 797-7574,1450 Wilshire Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Saloon Corp,Elk Grove,Sacramento,CA,(916) 883-6963,6531 Main St,Restaurant,CA_ABC_Raw,INDEPENDENT
Saloon Elk Grove,Elk Grove,Sacramento,CA,(279) 469-7436,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Saloon Elk Grove Heights LLC,Elk Grove,Sacramento,CA,(916) 343-6808,5017 6th Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Saloon Group,Elk Grove,Sacramento,CA,(279) 959-8010,4777 Madison Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
Saloon LLC,Elk Grove,Sacramento,CA,(916) 399-5299,3373 2nd Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Spirits,Elk Grove,Sacramento,CA,(279) 496-7050,702 Pico St #387,Restaurant,CA_ABC_Raw,INDEPENDENT
Spirits 84,Elk Grove,Sacramento,CA,(916) 615-9294,3892 Washington Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
Spirits Elk Grove,Elk Grove,Sacramento,CA,(916) 315-7588,1785 Sunset Dr #962,Restaurant,CA_ABC_Raw,INDEPENDENT
Spirits Elk Grove Company,Elk Grove,Sacramento,CA,(279) 622-1014,4264 2nd St,Restaurant,CA_ABC_Raw,INDEPENDENT
Spirits LLC,Elk Grove,Sacramento,CA,(916) 370-1243,9290 Madison St,Restaurant,CA_ABC_Raw,INDEPENDENT
Spirits Sacramento,Elk Grove,Sacramento,CA,(279) 926-9007,8361 6th Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Sports Bar,Elk Grove,Sacramento,CA,(916) 250-2675,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Sports Bar Elk Grove,Elk Grove,Sacramento,CA,(279) 566-6018,4897 1st Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Sports Bar Elk Grove 24,Elk Grove,Sacramento,CA,(916) 698-7331,8142 2nd Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
Sports Bar Elk Grove Company,Elk Grove,Sacramento,CA,(916) 217-5228,7652 Jefferson Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Sports Bar Elk Grove Corp,Elk Grove,Sacramento,CA,(916) 758-6983,4162 Madison Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Sports Bar Inc,Elk Grove,Sacramento,CA,(916) 416-1380,9751 7th Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Sports Bar Sacramento 34,Elk Grove,Sacramento,CA,(279) 230-2372,733 7th St,Restaurant,CA_ABC_Raw,INDEPENDENT
